Sequence #,Freq (MHz),Modulation,BW (Hz),SF,Coding Rate,ADR,Time,Chan,RSSI (dBm),SNR (dB)
2706,868.6,LoRa,125,SF9,4/5,on,2015-07-06 12:44:25,3,-122,-6.8
2626,867.5,LoRa,125,SF12,4/5,on,2015-07-06 12:43:13,3,-122,-12.2
2572,867.9,LoRa,125,SF10,4/5,on,2015-07-06 12:42:24,0,-121,-7.2
2508,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:41:27,0,-122,-13.5
2468,867.9,LoRa,125,SF9,4/5,on,2015-07-06 12:40:50,0,-122,-5.2
2440,867.9,LoRa,125,SF9,4/5,on,2015-07-06 12:40:25,0,-122,-14
2438,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:40:23,3,-121,-5.8
2360,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:39:13,0,-120,-9.8
2350,867.1,LoRa,125,SF8,4/5,on,2015-07-06 12:39:03,3,-122,-5
2320,867.5,LoRa,125,SF10,4/5,on,2015-07-06 12:38:37,0,-121,-9.8
2308,867.5,LoRa,125,SF8,4/5,on,2015-07-06 12:38:25,0,-121,-1.5
2242,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:37:26,3,-121,-10.2
2234,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:37:19,3,-124,-10
2228,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:37:14,0,-120,-12.2
2214,867.5,LoRa,125,SF11,4/5,on,2015-07-06 12:37:01,3,-122,-6.8
2208,868.6,LoRa,125,SF10,4/5,on,2015-07-06 12:36:56,0,-122,-12.2
2206,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:36:54,3,-124,-15.2
2200,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:36:48,0,-124,-6.8
2186,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:36:36,3,-121,-5.5
2172,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:36:23,0,-119,-6.2
2160,867.9,LoRa,125,SF9,4/5,on,2015-07-06 12:36:12,0,-122,-3.8
2126,867.1,LoRa,125,SF8,4/5,on,2015-07-06 12:35:41,3,-119,0
2122,868.75,LoRa,125,SF12,4/5,on,2015-07-06 12:35:38,3,-122,-2.8
2118,867.25,LoRa,125,SF9,4/5,on,2015-07-06 12:35:34,3,-122,-5.8
2080,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:35:00,0,-122,-6.8
2078,867.1,LoRa,125,SF7,4/5,on,2015-07-06 12:34:57,3,-121,-7.5
2062,869.25,LoRa,125,SF9,4/5,on,2015-07-06 12:34:44,3,-116,5
2052,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:34:34,0,-120,1.2
2034,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:34:18,3,-120,4.5
2032,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:34:17,0,-122,-3.5
2024,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:34:09,0,-124,-5.2
2018,867.5,LoRa,125,SF11,4/5,on,2015-07-06 12:34:04,3,-121,-11.8
1990,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:33:39,3,-122,-8.2
1948,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:33:01,0,-124,-8.2
1944,867.1,LoRa,125,SF8,4/5,on,2015-07-06 12:32:57,0,-122,-8.5
1940,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:32:53,0,-122,-9.5
1934,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:32:48,3,-122,-9.8
1926,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:32:41,3,-122,-10.8
1922,867.9,LoRa,125,SF9,4/5,on,2015-07-06 12:32:37,3,-124,-10.8
1920,867.25,LoRa,125,SF11,4/5,on,2015-07-06 12:32:36,0,-122,-9
1912,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:32:28,0,-122,-9.5
1906,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:32:23,3,-118,-13.2
1872,867.9,LoRa,125,SF10,4/5,on,2015-07-06 12:31:52,0,-122,-11.5
1842,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:31:25,3,-121,-12.5
1804,867.1,LoRa,125,SF8,4/5,on,2015-07-06 12:30:50,0,-122,-5.5
1798,867.9,LoRa,125,SF7,4/5,on,2015-07-06 12:30:44,3,-122,-5.2
1794,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:30:42,3,-124,-3.8
1790,867.9,LoRa,125,SF8,4/5,on,2015-07-06 12:30:38,3,-122,-9
1766,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:30:17,3,-124,-13
1742,868.75,LoRa,125,SF7,4/5,on,2015-07-06 12:29:54,3,-121,-5.5
1692,867.1,LoRa,125,SF8,4/5,on,2015-07-06 12:29:09,0,-122,-6.5
1682,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:29:01,3,-121,-9.2
1640,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:28:23,0,-121,-7.5
1630,867.9,LoRa,125,SF7,4/5,on,2015-07-06 12:28:13,3,-120,-5.5
1606,867.5,LoRa,125,SF10,4/5,on,2015-07-06 12:27:52,3,-122,-5.5
1602,867.25,LoRa,125,SF7,4/5,on,2015-07-06 12:27:48,3,-123,-6
1584,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:27:32,0,-120,-4.5
1570,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:27:20,3,-121,-2.2
1566,867.1,LoRa,125,SF8,4/5,on,2015-07-06 12:27:15,3,-121,-1.8
1550,867.25,LoRa,125,SF10,4/5,on,2015-07-06 12:27:02,3,-118,-6.2
1548,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:26:59,0,-124,-8
1544,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:26:56,0,-122,-9
1506,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:26:22,3,-124,-7.2
1472,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:25:51,0,-121,-9
1468,867.1,LoRa,125,SF8,4/5,on,2015-07-06 12:25:47,0,-122,-7.5
1458,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:25:39,3,-122,-9.2
1454,867.9,LoRa,125,SF8,4/5,on,2015-07-06 12:25:34,3,-122,-10
1430,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:25:13,3,-122,-7.5
1420,867.1,LoRa,125,SF7,4/5,on,2015-07-06 12:25:03,0,-121,-3.8
1412,867.1,LoRa,125,SF8,4/5,on,2015-07-06 12:24:56,0,-121,-7
1376,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:24:24,0,-121,-11.2
1332,867.5,LoRa,125,SF11,4/5,on,2015-07-06 12:23:45,0,-122,-7.8
1296,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:23:12,0,-122,-14.8
1268,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:22:47,0,-122,-12.5
1220,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:22:04,0,-121,-8.5
1212,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:21:56,0,-121,-10.5
1200,867.1,LoRa,125,SF10,4/5,on,2015-07-06 12:21:46,0,-122,-9.5
1192,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:21:38,0,-122,-13
1170,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:21:18,3,-122,-0.5
1158,869.4,LoRa,125,SF10,4/5,on,2015-07-06 12:21:08,3,-122,-7.2
1152,867.25,LoRa,125,SF9,4/5,on,2015-07-06 12:21:02,0,-122,-5.8
1142,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:20:53,3,-120,-6.2
1136,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:20:48,0,-122,-4.2
1114,869.25,LoRa,125,SF12,4/5,on,2015-07-06 12:20:28,3,-121,-8
1110,867.9,LoRa,125,SF9,4/5,on,2015-07-06 12:20:24,3,-121,-8
1108,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:20:23,0,-121,-8.5
1102,867.9,LoRa,125,SF10,4/5,on,2015-07-06 12:20:17,3,-121,-6.8
1094,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:20:10,3,-124,-7.2
1058,867.75,LoRa,125,SF12,4/5,on,2015-07-06 12:19:37,3,-124,-9.8
1044,867.5,LoRa,125,SF12,4/5,on,2015-07-06 12:19:24,0,-122,-7.8
1038,868.75,LoRa,125,SF11,4/5,on,2015-07-06 12:19:19,3,-121,-9.5
1012,867.25,LoRa,125,SF9,4/5,on,2015-07-06 12:18:56,0,-122,-8.8
978,867.9,LoRa,125,SF8,4/5,on,2015-07-06 12:18:25,3,-122,-6
970,867.9,LoRa,125,SF9,4/5,on,2015-07-06 12:18:18,3,-122,-8.5
960,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:18:09,0,-122,-11.8
954,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:18:04,3,-124,-11.2
940,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:17:51,0,-122,-13.8
926,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:17:38,3,-120,-14.8
920,867.1,LoRa,125,SF10,4/5,on,2015-07-06 12:17:33,0,-122,-10
890,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:17:05,3,-124,-12
878,867.1,LoRa,125,SF10,4/5,on,2015-07-06 12:16:55,3,-123,-11.2
876,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:16:53,0,-124,-13.5
822,869.4,LoRa,125,SF10,4/5,on,2015-07-06 12:16:04,3,-121,-10.5
808,867.25,LoRa,125,SF10,4/5,on,2015-07-06 12:15:52,0,-122,-11
794,867.9,LoRa,125,SF10,4/5,on,2015-07-06 12:15:39,3,-121,-12.2
778,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:15:24,3,-124,-8.2
772,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:15:19,0,-121,-6
768,867.9,LoRa,125,SF8,4/5,on,2015-07-06 12:15:15,0,-121,-7
766,867.9,LoRa,125,SF10,4/5,on,2015-07-06 12:15:14,3,-122,-11.5
758,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:15:07,3,-122,-4.8
754,867.1,LoRa,125,SF8,4/5,on,2015-07-06 12:15:02,3,-122,-5.8
744,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:14:54,0,-121,-6
740,867.5,LoRa,125,SF8,4/5,on,2015-07-06 12:14:50,0,-124,-10.5
730,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:14:41,3,-122,-1.8
724,867.1,LoRa,125,SF10,4/5,on,2015-07-06 12:14:36,0,-122,-5.8
694,867.75,LoRa,125,SF12,4/5,on,2015-07-06 12:14:08,3,-121,-9.5
666,869.4,LoRa,125,SF12,4/5,on,2015-07-06 12:13:43,3,-122,-10.5
550,867.5,LoRa,125,SF9,4/5,on,2015-07-06 12:11:59,3,-124,-8.5
526,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:11:37,3,-124,-11
514,868.75,LoRa,125,SF10,4/5,on,2015-07-06 12:11:26,3,-121,-9.5
388,867.1,LoRa,125,SF10,4/5,on,2015-07-06 12:09:33,0,-121,-15.5
344,867.5,LoRa,125,SF12,4/5,on,2015-07-06 12:08:53,0,-122,-10.5
326,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:08:36,3,-124,-11
302,868.75,LoRa,125,SF12,4/5,on,2015-07-06 12:08:15,3,-124,-14.2
288,867.5,LoRa,125,SF12,4/5,on,2015-07-06 12:08:02,0,-122,-17.5
204,868.6,LoRa,125,SF12,4/5,on,2015-07-06 12:06:46,0,-122,-20
142,868.6,LoRa,125,SF11,4/5,on,2015-07-06 12:05:51,3,-124,-16.8
134,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:05:43,3,-124,-16.2
106,867.5,LoRa,125,SF12,4/5,on,2015-07-06 12:05:18,3,-122,-16.2
86,867.5,LoRa,125,SF11,4/5,on,2015-07-06 12:05:00,3,-122,-17
78,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:04:53,3,-124,-17.5
58,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:04:35,3,-122,-16.2
30,867.5,LoRa,125,SF11,4/5,on,2015-07-06 12:04:10,3,-124,-16.5
81,867.9,LoRa,125,SF9,4/5,on,2015-07-06 11:32:18,3,-122,-9.5
80,867.9,LoRa,125,SF10,4/5,on,2015-07-06 11:32:17,3,-121,-6
68,867.75,LoRa,125,SF8,4/5,on,2015-07-06 11:32:06,3,-122,-9
15,867.9,LoRa,125,SF12,4/5,on,2015-07-06 11:31:18,3,-124,-11.8
10,867.9,LoRa,125,SF10,4/5,on,2015-07-06 11:31:14,3,-122,-15.2
5,867.1,LoRa,125,SF12,4/5,on,2015-07-01 12:10:52,0,-121,-16.8
2,867.1,LoRa,125,SF12,4/5,on,2015-07-01 12:06:24,0,-122,-14.2
2,867.1,LoRa,125,SF12,4/5,on,2015-07-01 10:17:41,0,-121,-16
1,867.1,LoRa,125,SF12,4/5,off,2015-07-01 09:51:28,0,-121,-15
2,867.1,LoRa,125,SF12,4/5,on,2015-06-30 13:33:01,0,-124,-15.2
2,867.1,LoRa,125,SF12,4/5,on,2015-06-30 13:24:46,0,-122,-15
2,867.1,LoRa,125,SF12,4/5,on,2015-06-30 13:24:30,0,-122,-13.5
2,867.1,LoRa,125,SF12,4/5,on,2015-06-30 09:56:49,0,-120,-18.5
2,867.1,LoRa,125,SF12,4/5,on,2015-06-29 15:08:41,0,-124,-14.8
1,867.1,LoRa,125,SF12,4/5,on,2015-06-29 15:06:28,0,-122,-14.8
2,867.1,LoRa,125,SF12,4/5,on,2015-06-29 14:45:36,0,-122,-18.5
6,868.6,LoRa,125,SF12,4/5,on,2015-06-26 13:55:12,3,-124,-12.5
2,867.1,LoRa,125,SF12,4/5,on,2015-06-26 13:49:09,0,-122,-16
2,867.1,LoRa,125,SF12,4/5,on,2015-06-26 13:41:55,0,-121,-14.5
1,867.1,LoRa,125,SF12,4/5,on,2015-06-26 13:35:11,0,-122,-15.8
2,867.1,LoRa,125,SF12,4/5,on,2015-06-26 13:29:24,0,-121,-11.8
2,867.1,LoRa,125,SF12,4/5,on,2015-06-26 13:26:05,0,-121,-17
2,867.1,LoRa,125,SF12,4/5,on,2015-06-26 13:03:02,0,-121,-18
2,867.1,LoRa,125,SF12,4/5,on,2015-06-26 13:02:46,0,-122,-15.8
2,867.1,LoRa,125,SF12,4/5,on,2015-06-26 12:58:48,0,-121,-15
2,867.1,LoRa,125,SF12,4/5,on,2015-06-26 12:54:25,0,-121,-15.5
2,867.1,LoRa,125,SF12,4/5,on,2015-06-26 12:52:33,0,-122,-14
4,867.9,LoRa,125,SF12,4/5,on,2015-06-26 12:37:55,3,-124,-17.2
2,867.75,LoRa,125,SF12,4/5,on,2015-06-26 11:39:56,0,-122,-15.8
31,867.9,LoRa,125,SF12,4/5,on,2015-06-26 09:19:46,3,-122,-17.2
27,867.9,LoRa,125,SF12,4/5,on,2015-06-26 09:14:16,3,-124,-14.2
25,867.9,LoRa,125,SF12,4/5,on,2015-06-26 09:11:31,3,-122,-19
19,867.1,LoRa,125,SF12,4/5,on,2015-06-26 09:03:16,0,-121,-12.2
7,867.9,LoRa,125,SF12,4/5,on,2015-06-26 08:46:46,3,-124,-13.2
104,867.1,LoRa,125,SF12,4/5,off,2015-06-19 12:35:23,0,-121,-18.5
68,867.5,LoRa,125,SF12,4/5,off,2015-06-19 12:28:53,0,-121,-15.5
47,867.1,LoRa,125,SF12,4/5,off,2015-06-19 12:24:35,0,-121,-16.8
28,867.5,LoRa,125,SF12,4/5,off,2015-06-19 12:20:28,0,-122,-18.5
22,867.75,LoRa,125,SF12,4/5,off,2015-06-19 12:19:01,0,-122,-17.8
22,867.1,LoRa,125,SF12,4/5,off,2015-06-19 12:18:50,0,-124,-16.5
12,867.5,LoRa,125,SF12,4/5,off,2015-06-19 12:16:38,0,-121,-17.5
74,867.1,LoRa,125,SF12,4/5,off,2015-06-19 12:02:10,0,-122,-13.8
74,867.1,LoRa,125,SF12,4/5,off,2015-06-19 12:01:58,0,-122,-16.2
74,868.6,LoRa,125,SF12,4/5,off,2015-06-19 12:01:46,0,-121,-16
57,867.1,LoRa,125,SF12,4/5,off,2015-06-19 11:56:01,0,-122,-12.2
54,867.1,LoRa,125,SF12,4/5,off,2015-06-19 11:54:59,0,-122,-17.5
53,867.1,LoRa,125,SF12,4/5,off,2015-06-19 11:54:37,0,-121,-20.2
7,867.1,LoRa,125,SF12,4/5,off,2015-06-19 11:41:34,0,-122,-18.5
5,867.1,LoRa,125,SF12,4/5,off,2015-06-19 11:41:10,0,-122,-15
1,867.1,LoRa,125,SF12,4/5,off,2015-06-19 11:38:32,0,-122,-15.8
1,867.1,LoRa,125,SF12,4/5,off,2015-06-19 09:10:55,0,-122,-16
474,867.1,LoRa,125,SF12,4/5,off,2015-06-17 15:12:50,0,-122,-14
471,867.1,LoRa,125,SF12,4/5,off,2015-06-17 15:10:45,0,-122,-19.2
467,867.1,LoRa,125,SF12,4/5,off,2015-06-17 15:07:41,0,-122,-16.5
462,867.1,LoRa,125,SF12,4/5,off,2015-06-17 15:05:12,0,-121,-16.5
461,867.9,LoRa,125,SF12,4/5,off,2015-06-17 15:05:02,0,-124,-19.5
461,867.1,LoRa,125,SF12,4/5,off,2015-06-17 15:04:55,0,-121,-13.8
460,867.1,LoRa,125,SF12,4/5,off,2015-06-17 15:04:15,0,-121,-19.2
457,867.1,LoRa,125,SF12,4/5,off,2015-06-17 15:02:28,0,-122,-17.2
457,867.1,LoRa,125,SF12,4/5,off,2015-06-17 15:02:15,0,-121,-17.8
456,867.9,LoRa,125,SF12,4/5,off,2015-06-17 15:01:29,0,-121,-16.2
456,867.1,LoRa,125,SF12,4/5,off,2015-06-17 15:01:17,0,-122,-16.2
455,867.1,LoRa,125,SF12,4/5,off,2015-06-17 15:00:36,0,-122,-18
455,867.1,LoRa,125,SF12,4/5,off,2015-06-17 15:00:23,0,-122,-18.2
455,867.1,LoRa,125,SF12,4/5,off,2015-06-17 15:00:16,0,-121,-17
454,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:59:50,0,-122,-18.5
453,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:58:53,0,-121,-17.5
451,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:57:40,0,-121,-15.5
451,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:57:21,0,-122,-15.8
450,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:56:43,0,-121,-16.5
449,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:55:49,0,-121,-17.8
446,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:54:09,0,-121,-18.5
443,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:52:31,0,-122,-17
434,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:47:16,0,-122,-16.5
428,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:43:38,0,-121,-14.5
427,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:43:24,0,-122,-17.2
426,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:42:46,0,-122,-17
425,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:42:13,0,-121,-18.5
425,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:42:07,0,-121,-15.2
423,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:41:29,0,-122,-15
423,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:40:57,0,-122,-14.2
422,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:40:48,0,-121,-14.2
420,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:39:34,0,-121,-16.5
419,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:39:13,0,-121,-18
418,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:38:21,0,-121,-17.8
417,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:38:04,0,-122,-18.8
415,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:37:00,0,-124,-16
414,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:36:07,0,-122,-16
412,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:35:21,0,-121,-13.2
411,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:35:03,0,-121,-17.5
410,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:34:18,0,-120,-16.2
410,868.6,LoRa,125,SF12,4/5,off,2015-06-17 14:34:10,0,-121,-16.8
410,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:33:58,0,-121,-20
406,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:31:26,0,-124,-14.8
406,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:31:20,0,-121,-14.8
406,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:31:15,0,-122,-16.5
404,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:29:56,0,-121,-19.8
402,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:28:05,0,-122,-16
402,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:27:58,0,-121,-17
400,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:26:57,0,-122,-15.2
400,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:26:43,0,-121,-16
398,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:25:17,0,-122,-17.5
398,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:24:58,0,-121,-18
398,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:24:52,0,-121,-15.8
397,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:24:21,0,-122,-16.8
397,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:24:00,0,-122,-14
396,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:23:36,0,-121,-13.8
395,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:23:05,0,-122,-15.2
387,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:18:41,0,-121,-18
380,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:14:06,0,-121,-15.8
380,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:14:00,0,-121,-17
378,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:13:01,0,-121,-18.8
377,867.5,LoRa,125,SF12,4/5,off,2015-06-17 14:12:32,0,-122,-13
377,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:12:25,0,-121,-17.2
376,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:11:59,0,-122,-17.8
375,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:11:28,0,-121,-16.8
369,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:07:27,0,-121,-16.5
369,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:07:15,0,-124,-18.2
366,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:05:51,0,-122,-17.8
365,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:05:35,0,-121,-16.8
363,867.75,LoRa,125,SF12,4/5,off,2015-06-17 14:04:04,0,-122,-15.8
357,867.1,LoRa,125,SF12,4/5,off,2015-06-17 14:00:17,0,-121,-15.8
351,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:56:03,0,-122,-17.8
350,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:55:24,0,-121,-17
347,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:53:26,0,-122,-17.2
345,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:52:39,0,-122,-17
342,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:51:14,0,-121,-16.2
336,868.75,LoRa,125,SF12,4/5,off,2015-06-17 13:49:05,0,-122,-18.5
331,867.5,LoRa,125,SF12,4/5,off,2015-06-17 13:46:39,0,-122,-16.2
330,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:45:49,0,-121,-16.2
327,867.5,LoRa,125,SF12,4/5,off,2015-06-17 13:43:51,0,-121,-18
327,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:43:42,0,-122,-17
325,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:42:25,0,-121,-19.8
318,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:37:43,0,-122,-18
314,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:35:00,0,-121,-16.5
310,867.9,LoRa,125,SF12,4/5,off,2015-06-17 13:32:57,0,-122,-18.2
307,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:31:17,0,-122,-17.8
303,867.25,LoRa,125,SF12,4/5,off,2015-06-17 13:28:28,0,-121,-17
299,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:26:45,0,-121,-19.2
296,867.25,LoRa,125,SF12,4/5,off,2015-06-17 13:26:00,0,-122,-19.2
267,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:19:18,0,-120,-18.8
247,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:13:56,0,-121,-19.2
242,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:12:40,0,-122,-19
241,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:12:25,0,-120,-17.5
230,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:09:30,0,-121,-15.8
225,867.25,LoRa,125,SF12,4/5,off,2015-06-17 13:08:01,0,-122,-15.2
222,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:07:16,0,-121,-17.8
214,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:05:06,0,-121,-17.2
204,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:02:21,0,-122,-17
203,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:02:02,0,-121,-15.2
199,867.1,LoRa,125,SF12,4/5,off,2015-06-17 13:00:29,0,-121,-18.8
184,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:57:00,0,-121,-17.8
170,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:53:05,0,-121,-16.2
170,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:52:51,0,-121,-13.2
167,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:51:47,0,-121,-18
162,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:50:44,0,-121,-15
155,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:48:44,0,-121,-13
141,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:44:52,0,-122,-15.5
139,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:44:17,0,-121,-15.2
137,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:43:58,0,-122,-15.5
120,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:39:19,0,-122,-13.5
116,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:38:11,0,-121,-12.8
115,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:38:03,0,-122,-14
114,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:37:47,0,-121,-14.5
113,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:37:38,0,-121,-17.8
110,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:36:49,0,-122,-16.2
108,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:36:15,0,-122,-17.5
106,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:35:50,0,-121,-12.5
104,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:35:31,0,-124,-14
103,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:35:06,0,-122,-14.2
103,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:34:59,0,-122,-14
