Sequence #,Freq (MHz),Modulation,BW (Hz),SF,Coding Rate,ADR,Time,Chan,RSSI (dBm),SNR (dB)
1235,867.3,LoRa,125,SF10,4/5,on,2015-07-08 09:05:22,4,-113,5.8
1234,867.7,LoRa,125,SF11,4/5,on,2015-07-08 09:05:21,6,-114,6.5
1232,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:05:18,8,-102,7
1231,867.5,LoRa,125,SF7,4/5,on,2015-07-08 09:05:18,5,-113,5.5
1230,867.7,LoRa,125,SF8,4/5,on,2015-07-08 09:05:17,6,-101,6
1229,868.3,LoRa,125,SF9,4/5,on,2015-07-08 09:05:17,1,-104,9.2
1227,867.3,LoRa,125,SF11,4/5,on,2015-07-08 09:05:15,4,-107,9.2
1226,867.7,LoRa,125,SF12,4/5,on,2015-07-08 09:05:14,6,-104,9.5
1225,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:05:12,8,-103,6.2
1224,867.1,LoRa,125,SF7,4/5,on,2015-07-08 09:05:11,3,-108,9.5
1223,867.3,LoRa,125,SF8,4/5,on,2015-07-08 09:05:11,4,-112,9.2
1222,867.7,LoRa,125,SF9,4/5,on,2015-07-08 09:05:10,6,-108,10.8
1221,868.1,LoRa,125,SF10,4/5,on,2015-07-08 09:05:10,0,-106,7.5
1220,867.1,LoRa,125,SF11,4/5,on,2015-07-08 09:05:09,3,-97,9.8
1219,867.3,LoRa,125,SF12,4/5,on,2015-07-08 09:05:07,4,-107,10
1218,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:05:05,8,-104,7.5
1217,868.1,LoRa,125,SF7,4/5,on,2015-07-08 09:05:05,0,-107,8
1216,868.5,LoRa,125,SF8,4/5,on,2015-07-08 09:05:04,2,-110,7.8
1215,867.3,LoRa,125,SF9,4/5,on,2015-07-08 09:05:04,4,-98,10.2
1213,868.3,LoRa,125,SF11,4/5,on,2015-07-08 09:05:02,1,-101,10.5
1212,867.1,LoRa,125,SF12,4/5,on,2015-07-08 09:05:01,3,-106,10.8
1211,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:04:59,8,-102,8.5
1210,867.7,LoRa,125,SF7,4/5,on,2015-07-08 09:04:59,6,-106,9.2
1209,868.1,LoRa,125,SF8,4/5,on,2015-07-08 09:04:58,0,-109,9.8
1208,868.5,LoRa,125,SF9,4/5,on,2015-07-08 09:04:58,2,-112,8.2
1206,867.7,LoRa,125,SF11,4/5,on,2015-07-08 09:04:56,6,-104,9.8
1205,868.1,LoRa,125,SF12,4/5,on,2015-07-08 09:04:55,0,-118,0.2
1204,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:04:53,8,-104,7.8
1203,867.5,LoRa,125,SF7,4/5,on,2015-07-08 09:04:52,5,-109,4.5
1202,867.9,LoRa,125,SF8,4/5,on,2015-07-08 09:04:52,7,-103,10
1201,868.1,LoRa,125,SF9,4/5,on,2015-07-08 09:04:51,0,-108,12.2
1199,867.5,LoRa,125,SF11,4/5,on,2015-07-08 09:04:50,5,-108,9.2
1198,867.9,LoRa,125,SF12,4/5,on,2015-07-08 09:04:48,7,-106,9.8
1197,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:04:46,8,-105,6
1196,868.5,LoRa,125,SF7,4/5,on,2015-07-08 09:04:46,2,-115,7
1195,867.5,LoRa,125,SF8,4/5,on,2015-07-08 09:04:45,5,-116,6.8
1194,867.7,LoRa,125,SF9,4/5,on,2015-07-08 09:04:45,6,-108,10
1192,867.1,LoRa,125,SF11,4/5,on,2015-07-08 09:04:43,3,-103,8
1191,867.3,LoRa,125,SF12,4/5,on,2015-07-08 09:04:42,4,-106,9
1190,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:04:40,8,-103,6.8
1189,868.1,LoRa,125,SF7,4/5,on,2015-07-08 09:04:40,0,-107,10
1187,867.3,LoRa,125,SF9,4/5,on,2015-07-08 09:04:39,4,-100,10.5
1185,868.1,LoRa,125,SF11,4/5,on,2015-07-08 09:04:37,0,-99,8.5
1184,868.5,LoRa,125,SF12,4/5,on,2015-07-08 09:04:36,2,-100,1.8
1183,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:04:34,8,-101,7.2
1182,867.7,LoRa,125,SF7,4/5,on,2015-07-08 09:04:33,6,-106,8.5
1181,868.3,LoRa,125,SF8,4/5,on,2015-07-08 09:04:33,1,-102,11
1180,868.5,LoRa,125,SF9,4/5,on,2015-07-08 09:04:32,2,-106,7.5
1178,867.7,LoRa,125,SF11,4/5,on,2015-07-08 09:04:31,6,-102,10.8
1177,868.3,LoRa,125,SF12,4/5,on,2015-07-08 09:04:30,1,-95,1.8
1176,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:04:27,8,-117,5
1175,867.3,LoRa,125,SF7,4/5,on,2015-07-08 09:04:27,4,-107,5.5
1173,868.3,LoRa,125,SF9,4/5,on,2015-07-08 09:04:26,1,-106,5.5
1171,867.5,LoRa,125,SF11,4/5,on,2015-07-08 09:04:24,5,-108,4.8
1170,867.9,LoRa,125,SF12,4/5,on,2015-07-08 09:04:23,7,-121,7
1169,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:04:21,8,-116,3.8
1168,867.1,LoRa,125,SF7,4/5,on,2015-07-08 09:04:21,3,-111,5
1167,867.3,LoRa,125,SF8,4/5,on,2015-07-08 09:04:20,4,-107,7.2
1166,867.7,LoRa,125,SF9,4/5,on,2015-07-08 09:04:20,6,-110,5.2
1165,868.3,LoRa,125,SF10,4/5,on,2015-07-08 09:04:19,1,-95,5.8
1164,868.5,LoRa,125,SF11,4/5,on,2015-07-08 09:04:18,2,-106,5.8
1163,867.3,LoRa,125,SF12,4/5,on,2015-07-08 09:04:17,4,-107,8
1162,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:04:15,8,-111,0.8
1161,868.3,LoRa,125,SF7,4/5,on,2015-07-08 09:04:14,1,-114,1.2
1160,868.5,LoRa,125,SF8,4/5,on,2015-07-08 09:04:14,2,-120,7.8
1159,867.3,LoRa,125,SF9,4/5,on,2015-07-08 09:04:13,4,-118,4.8
1157,868.1,LoRa,125,SF11,4/5,on,2015-07-08 09:04:12,0,-108,7.2
1156,868.5,LoRa,125,SF12,4/5,on,2015-07-08 09:04:11,2,-106,-1.8
1155,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:04:08,8,-111,4.8
1154,867.9,LoRa,125,SF7,4/5,on,2015-07-08 09:04:08,7,-113,6
1153,868.1,LoRa,125,SF8,4/5,on,2015-07-08 09:04:08,0,-107,8.8
1152,867.5,LoRa,125,SF9,4/5,on,2015-07-08 09:04:07,3,-118,2.5
1151,867.3,LoRa,125,SF10,4/5,on,2015-07-08 09:04:06,4,-119,5
1150,867.7,LoRa,125,SF11,4/5,on,2015-07-08 09:04:06,6,-115,4.5
1148,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:04:02,8,-116,-4
1147,867.3,LoRa,125,SF7,4/5,on,2015-07-08 09:04:02,4,-110,7
1146,867.7,LoRa,125,SF8,4/5,on,2015-07-08 09:04:01,6,-114,4.8
1145,868.3,LoRa,125,SF9,4/5,on,2015-07-08 09:04:01,1,-110,9.5
1143,867.5,LoRa,125,SF11,4/5,on,2015-07-08 09:03:59,5,-111,5.8
1142,867.9,LoRa,125,SF12,4/5,on,2015-07-08 09:03:58,7,-110,9.8
1141,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:03:56,8,-113,-0.2
1138,867.7,LoRa,125,SF9,4/5,on,2015-07-08 09:03:54,6,-112,5.8
1136,867.1,LoRa,125,SF11,4/5,on,2015-07-08 09:03:53,3,-110,8
1135,867.3,LoRa,125,SF12,4/5,on,2015-07-08 09:03:52,4,-112,6.5
1134,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:03:50,8,-109,3
1132,868.5,LoRa,125,SF8,4/5,on,2015-07-08 09:03:49,2,-114,4.2
1131,867.5,LoRa,125,SF9,4/5,on,2015-07-08 09:03:48,5,-109,3.2
1130,867.7,LoRa,125,SF10,4/5,on,2015-07-08 09:03:47,6,-118,5.5
1129,868.1,LoRa,125,SF11,4/5,on,2015-07-08 09:03:47,0,-115,6.8
1122,867.7,LoRa,125,SF11,4/5,on,2015-07-08 09:03:40,6,-119,2.2
1121,868.3,LoRa,125,SF12,4/5,on,2015-07-08 09:03:39,1,-113,0.5
1117,868.3,LoRa,125,SF9,4/5,on,2015-07-08 09:03:35,1,-113,6.5
1116,868.5,LoRa,125,SF10,4/5,on,2015-07-08 09:03:35,2,-111,0
1113,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:03:31,8,-111,-1
1112,868.5,LoRa,125,SF7,4/5,on,2015-07-08 09:03:30,2,-116,2.5
1110,867.9,LoRa,125,SF9,4/5,on,2015-07-08 09:03:29,7,-116,7
1107,867.5,LoRa,125,SF12,4/5,on,2015-07-08 09:03:26,5,-115,-0.5
1104,868.5,LoRa,125,SF8,4/5,on,2015-07-08 09:03:23,2,-118,-2.2
1103,867.5,LoRa,125,SF9,4/5,on,2015-07-08 09:03:23,5,-115,-2
1102,867.5,LoRa,125,SF10,4/5,on,2015-07-08 09:03:22,7,-115,1.5
1101,868.3,LoRa,125,SF11,4/5,on,2015-07-08 09:03:21,1,-120,0.8
1099,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:03:18,8,-114,-2
1098,867.7,LoRa,125,SF7,4/5,on,2015-07-08 09:03:18,6,-116,-1
1097,868.3,LoRa,125,SF8,4/5,on,2015-07-08 09:03:17,1,-114,1
1096,868.5,LoRa,125,SF9,4/5,on,2015-07-08 09:03:16,2,-118,-0.2
1094,867.9,LoRa,125,SF11,4/5,on,2015-07-08 09:03:15,7,-120,4.5
1091,867.3,LoRa,125,SF7,4/5,on,2015-07-08 09:03:11,4,-113,5.8
1090,867.7,LoRa,125,SF8,4/5,on,2015-07-08 09:03:11,6,-118,-0.2
1089,868.3,LoRa,125,SF9,4/5,on,2015-07-08 09:03:10,1,-116,3.5
1088,867.1,LoRa,125,SF10,4/5,on,2015-07-08 09:03:09,3,-116,2.8
1085,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:03:05,8,-115,-1.5
1084,867.1,LoRa,125,SF7,4/5,on,2015-07-08 09:03:05,3,-116,0.5
1077,868.1,LoRa,125,SF7,4/5,on,2015-07-08 09:02:59,0,-119,0.2
1074,867.9,LoRa,125,SF10,4/5,on,2015-07-08 09:02:57,7,-112,4
1073,868.3,LoRa,125,SF11,4/5,on,2015-07-08 09:02:56,1,-116,1.2
1071,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:02:53,8,-117,-2
1070,867.9,LoRa,125,SF7,4/5,on,2015-07-08 09:02:52,7,-114,5.2
1067,867.5,LoRa,125,SF10,4/5,on,2015-07-08 09:02:51,5,-115,0.8
1066,867.7,LoRa,125,SF11,4/5,on,2015-07-08 09:02:50,6,-115,7.8
1062,867.7,LoRa,125,SF8,4/5,on,2015-07-08 09:02:45,6,-115,3.8
1061,868.1,LoRa,125,SF9,4/5,on,2015-07-08 09:02:45,0,-116,6
1059,867.5,LoRa,125,SF11,4/5,on,2015-07-08 09:02:43,5,-118,1
1056,867.1,LoRa,125,SF7,4/5,on,2015-07-08 09:02:40,3,-116,-1.2
1051,867.3,LoRa,125,SF12,4/5,on,2015-07-08 09:02:36,4,-116,-1.2
1045,868.1,LoRa,125,SF11,4/5,on,2015-07-08 09:02:31,0,-115,4
1044,867.1,LoRa,125,SF12,4/5,on,2015-07-08 09:02:29,3,-114,7
1043,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:02:27,8,-117,-6.5
1035,867.5,LoRa,125,SF7,4/5,on,2015-07-08 09:02:21,5,-110,2
1033,868.3,LoRa,125,SF9,4/5,on,2015-07-08 09:02:20,1,-116,-1.8
1031,867.3,LoRa,125,SF11,4/5,on,2015-07-08 09:02:18,4,-106,4.2
1030,867.7,LoRa,125,SF12,4/5,on,2015-07-08 09:02:17,6,-110,8.8
1029,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:02:15,8,-109,-0.5
1028,868.5,LoRa,125,SF7,4/5,on,2015-07-08 09:02:14,2,-110,3.8
1027,867.3,LoRa,125,SF8,4/5,on,2015-07-08 09:02:14,4,-112,5.5
1026,867.7,LoRa,125,SF9,4/5,on,2015-07-08 09:02:13,6,-112,6.8
1025,868.1,LoRa,125,SF10,4/5,on,2015-07-08 09:02:13,0,-115,2.2
1024,868.5,LoRa,125,SF11,4/5,on,2015-07-08 09:02:12,2,-116,-1.2
1022,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:02:08,8,-114,-1.8
1020,867.1,LoRa,125,SF8,4/5,on,2015-07-08 09:02:07,3,-116,1
1017,868.1,LoRa,125,SF11,4/5,on,2015-07-08 09:02:05,0,-109,5
1016,867.1,LoRa,125,SF12,4/5,on,2015-07-08 09:02:04,3,-119,6.5
1015,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:02:02,8,-115,-2
1013,868.3,LoRa,125,SF8,4/5,on,2015-07-08 09:02:01,1,-114,1.2
1012,867.1,LoRa,125,SF9,4/5,on,2015-07-08 09:02:01,3,-115,4.5
1010,867.9,LoRa,125,SF11,4/5,on,2015-07-08 09:01:59,7,-116,7.8
1009,868.3,LoRa,125,SF12,4/5,on,2015-07-08 09:01:58,1,-124,2.8
1005,868.1,LoRa,125,SF9,4/5,on,2015-07-08 09:01:54,0,-122,-2.5
1003,867.3,LoRa,125,SF11,4/5,on,2015-07-08 09:01:53,4,-111,3.8
1000,868.5,LoRa,125,SF7,4/5,on,2015-07-08 09:01:49,2,-113,0
999,867.3,LoRa,125,SF8,4/5,on,2015-07-08 09:01:49,4,-114,6.8
998,867.7,LoRa,125,SF9,4/5,on,2015-07-08 09:01:48,6,-116,3
996,867.1,LoRa,125,SF11,4/5,on,2015-07-08 09:01:46,3,-121,-3.2
995,867.3,LoRa,125,SF12,4/5,on,2015-07-08 09:01:45,4,-124,-0.2
991,867.3,LoRa,125,SF9,4/5,on,2015-07-08 09:01:42,4,-116,3.5
990,867.9,LoRa,125,SF10,4/5,on,2015-07-08 09:01:41,7,-109,5.2
986,867.9,LoRa,125,SF7,4/5,on,2015-07-08 09:01:36,7,-110,3.8
983,867.5,LoRa,125,SF10,4/5,on,2015-07-08 09:01:35,5,-118,0.5
982,867.7,LoRa,125,SF11,4/5,on,2015-07-08 09:01:34,6,-109,4.5
972,867.1,LoRa,125,SF7,4/5,on,2015-07-08 09:01:24,3,-118,1.2
971,867.3,LoRa,125,SF8,4/5,on,2015-07-08 09:01:23,4,-118,1.2
970,867.9,LoRa,125,SF9,4/5,on,2015-07-08 09:01:23,7,-122,-3.2
968,868.5,LoRa,125,SF11,4/5,on,2015-07-08 09:01:21,2,-115,1.2
964,868.5,LoRa,125,SF8,4/5,on,2015-07-08 09:01:17,2,-118,-2.2
963,867.3,LoRa,125,SF9,4/5,on,2015-07-08 09:01:16,4,-118,3.5
960,867.1,LoRa,125,SF12,4/5,on,2015-07-08 09:01:14,3,-113,-0.5
958,867.7,LoRa,125,SF7,4/5,on,2015-07-08 09:01:11,6,-115,3
957,868.1,LoRa,125,SF8,4/5,on,2015-07-08 09:01:11,0,-120,-3
956,868.5,LoRa,125,SF9,4/5,on,2015-07-08 09:01:10,2,-120,0.2
954,867.9,LoRa,125,SF11,4/5,on,2015-07-08 09:01:09,7,-119,-0.2
951,867.5,LoRa,125,SF7,4/5,on,2015-07-08 09:01:05,5,-119,-4.5
949,868.1,LoRa,125,SF9,4/5,on,2015-07-08 09:01:04,0,-121,-4.8
947,867.3,LoRa,125,SF11,4/5,on,2015-07-08 09:01:02,4,-115,0.8
944,868.5,LoRa,125,SF7,4/5,on,2015-07-08 09:00:58,2,-120,-1.8
940,867.1,LoRa,125,SF11,4/5,on,2015-07-08 09:00:56,3,-120,0.5
937,868.3,LoRa,125,SF7,4/5,on,2015-07-08 09:00:52,1,-115,-5.2
935,867.5,LoRa,125,SF9,4/5,on,2015-07-08 09:00:51,5,-116,-4.5
934,867.7,LoRa,125,SF10,4/5,on,2015-07-08 09:00:50,6,-116,2
932,867.1,LoRa,125,SF12,4/5,on,2015-07-08 09:00:48,3,-122,-2.5
930,867.9,LoRa,125,SF7,4/5,on,2015-07-08 09:00:46,7,-120,-1.5
928,867.1,LoRa,125,SF9,4/5,on,2015-07-08 09:00:45,3,-118,-0.5
925,868.1,LoRa,125,SF12,4/5,on,2015-07-08 09:00:42,0,-122,-4.8
924,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:00:40,8,-114,-3.2
923,867.3,LoRa,125,SF7,4/5,on,2015-07-08 09:00:40,4,-116,3
922,867.7,LoRa,125,SF8,4/5,on,2015-07-08 09:00:39,6,-115,1.2
921,868.1,LoRa,125,SF9,4/5,on,2015-07-08 09:00:38,0,-122,-2.8
920,867.1,LoRa,125,SF10,4/5,on,2015-07-08 09:00:38,3,-116,1.5
919,867.5,LoRa,125,SF11,4/5,on,2015-07-08 09:00:37,5,-119,-0.2
917,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:00:34,8,-119,-5.2
916,867.1,LoRa,125,SF7,4/5,on,2015-07-08 09:00:33,3,-120,-4.5
915,867.5,LoRa,125,SF8,4/5,on,2015-07-08 09:00:33,5,-117,-4.5
912,868.5,LoRa,125,SF11,4/5,on,2015-07-08 09:00:31,2,-115,1.2
910,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:00:27,8,-116,-6.2
908,867.1,LoRa,125,SF8,4/5,on,2015-07-08 09:00:26,3,-117,1.8
905,868.3,LoRa,125,SF11,4/5,on,2015-07-08 09:00:24,1,-118,-3.5
903,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:00:21,8,-112,-1.5
900,868.5,LoRa,125,SF9,4/5,on,2015-07-08 09:00:20,2,-118,-1.2
899,867.3,LoRa,125,SF10,4/5,on,2015-07-08 09:00:19,4,-116,-0.2
898,867.9,LoRa,125,SF11,4/5,on,2015-07-08 09:00:18,7,-121,1.2
896,868.3,LoRa,250,SF7,4/5,on,2015-07-08 09:00:15,8,-113,-1.2
894,867.9,LoRa,125,SF8,4/5,on,2015-07-08 09:00:14,7,-118,2.2
891,867.3,LoRa,125,SF11,4/5,on,2015-07-08 09:00:12,4,-111,-0.5
888,868.5,LoRa,125,SF7,4/5,on,2015-07-08 09:00:08,2,-111,3.8
885,868.1,LoRa,125,SF10,4/5,on,2015-07-08 09:00:06,0,-114,2.8
884,868.5,LoRa,125,SF11,4/5,on,2015-07-08 09:00:05,2,-118,-0.8
878,867.9,LoRa,125,SF10,4/5,on,2015-07-08 09:00:00,7,-121,1.5
877,868.3,LoRa,125,SF11,4/5,on,2015-07-08 08:59:59,1,-110,2.5
875,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:59:56,8,-106,6.5
874,867.9,LoRa,125,SF7,4/5,on,2015-07-08 08:59:55,7,-110,7
873,868.1,LoRa,125,SF8,4/5,on,2015-07-08 08:59:55,0,-113,7
870,867.7,LoRa,125,SF11,4/5,on,2015-07-08 08:59:53,6,-109,5.5
869,868.1,LoRa,125,SF12,4/5,on,2015-07-08 08:59:51,0,-124,-3.2
868,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:59:49,8,-115,-2
863,867.5,LoRa,125,SF11,4/5,on,2015-07-08 08:59:46,5,-115,0.5
862,867.9,LoRa,125,SF12,4/5,on,2015-07-08 08:59:45,7,-118,1.5
858,867.9,LoRa,125,SF9,4/5,on,2015-07-08 08:59:42,7,-115,7.8
856,868.5,LoRa,125,SF11,4/5,on,2015-07-08 08:59:40,2,-120,4
853,868.3,LoRa,125,SF7,4/5,on,2015-07-08 08:59:36,1,-107,-0.8
849,868.1,LoRa,125,SF11,4/5,on,2015-07-08 08:59:34,0,-108,4.2
848,868.5,LoRa,125,SF12,4/5,on,2015-07-08 08:59:32,2,-106,-1.8
847,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:59:30,8,-107,2
845,868.3,LoRa,125,SF8,4/5,on,2015-07-08 08:59:30,1,-102,-0.2
844,867.1,LoRa,125,SF9,4/5,on,2015-07-08 08:59:29,3,-104,6.8
842,867.7,LoRa,125,SF11,4/5,on,2015-07-08 08:59:27,6,-120,6.5
840,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:59:24,8,-108,3.8
837,868.1,LoRa,125,SF9,4/5,on,2015-07-08 08:59:23,0,-112,3.8
835,867.5,LoRa,125,SF11,4/5,on,2015-07-08 08:59:21,5,-111,-3
834,867.7,LoRa,125,SF12,4/5,on,2015-07-08 08:59:20,6,-105,7
833,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:59:18,8,-111,0.2
831,867.5,LoRa,125,SF8,4/5,on,2015-07-08 08:59:17,5,-104,5.5
830,867.7,LoRa,125,SF9,4/5,on,2015-07-08 08:59:16,6,-120,2
828,868.5,LoRa,125,SF11,4/5,on,2015-07-08 08:59:15,2,-116,2.8
827,867.3,LoRa,125,SF12,4/5,on,2015-07-08 08:59:14,4,-112,8
826,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:59:11,8,-111,1
825,868.1,LoRa,125,SF7,4/5,on,2015-07-08 08:59:11,0,-114,-1.5
823,867.5,LoRa,125,SF9,4/5,on,2015-07-08 08:59:10,5,-118,-2
821,868.3,LoRa,125,SF11,4/5,on,2015-07-08 08:59:09,1,-111,-1.2
819,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:59:05,8,-117,-1.5
818,867.7,LoRa,125,SF7,4/5,on,2015-07-08 08:59:05,6,-119,0.2
817,868.1,LoRa,125,SF8,4/5,on,2015-07-08 08:59:04,0,-114,4.8
816,867.1,LoRa,125,SF9,4/5,on,2015-07-08 08:59:04,3,-119,-0.5
815,867.5,LoRa,125,SF10,4/5,on,2015-07-08 08:59:03,5,-115,-0.8
814,867.7,LoRa,125,SF11,4/5,on,2015-07-08 08:59:02,6,-120,-4.2
811,867.5,LoRa,125,SF7,4/5,on,2015-07-08 08:58:58,5,-115,1.5
810,867.9,LoRa,125,SF8,4/5,on,2015-07-08 08:58:58,7,-115,5.5
809,868.1,LoRa,125,SF9,4/5,on,2015-07-08 08:58:57,0,-120,-1
807,867.3,LoRa,125,SF11,4/5,on,2015-07-08 08:58:56,4,-116,-2
806,867.7,LoRa,125,SF12,4/5,on,2015-07-08 08:58:55,6,-120,3.2
801,868.1,LoRa,125,SF10,4/5,on,2015-07-08 08:58:50,0,-115,3
800,868.5,LoRa,125,SF11,4/5,on,2015-07-08 08:58:50,2,-118,1.8
797,868.3,LoRa,125,SF7,4/5,on,2015-07-08 08:58:46,1,-114,1.8
796,868.5,LoRa,125,SF8,4/5,on,2015-07-08 08:58:45,2,-115,2
793,868.1,LoRa,125,SF11,4/5,on,2015-07-08 08:58:43,0,-105,5
792,867.1,LoRa,125,SF12,4/5,on,2015-07-08 08:58:42,3,-114,9.5
791,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:58:40,8,-109,4.5
790,867.7,LoRa,125,SF7,4/5,on,2015-07-08 08:58:39,6,-116,3.5
788,868.5,LoRa,125,SF9,4/5,on,2015-07-08 08:58:38,2,-114,1.2
786,867.9,LoRa,125,SF11,4/5,on,2015-07-08 08:58:37,7,-122,0.8
785,868.1,LoRa,125,SF12,4/5,on,2015-07-08 08:58:36,0,-120,-5.2
784,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:58:34,8,-110,-3
783,867.5,LoRa,125,SF7,4/5,on,2015-07-08 08:58:33,5,-114,2.8
782,867.7,LoRa,125,SF8,4/5,on,2015-07-08 08:58:33,6,-118,-1.2
779,867.3,LoRa,125,SF11,4/5,on,2015-07-08 08:58:31,4,-106,2
774,867.9,LoRa,125,SF9,4/5,on,2015-07-08 08:58:26,7,-122,6
772,867.1,LoRa,125,SF11,4/5,on,2015-07-08 08:58:24,3,-120,5.5
771,867.5,LoRa,125,SF12,4/5,on,2015-07-08 08:58:23,5,-112,4.5
770,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:58:21,8,-114,-5.5
767,867.3,LoRa,125,SF9,4/5,on,2015-07-08 08:58:19,4,-118,4.5
765,868.1,LoRa,125,SF11,4/5,on,2015-07-08 08:58:18,0,-112,3
763,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:58:15,8,-108,5.5
758,867.9,LoRa,125,SF11,4/5,on,2015-07-08 08:58:12,7,-122,2.8
757,868.3,LoRa,125,SF12,4/5,on,2015-07-08 08:58:10,1,-115,-2.8
756,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:58:08,8,-118,-3.2
751,867.5,LoRa,125,SF11,4/5,on,2015-07-08 08:58:05,5,-119,3.5
749,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:58:02,8,-115,-1.8
748,868.5,LoRa,125,SF7,4/5,on,2015-07-08 08:58:02,2,-111,4.5
746,867.7,LoRa,125,SF9,4/5,on,2015-07-08 08:58:00,6,-118,2.2
744,867.1,LoRa,125,SF11,4/5,on,2015-07-08 08:57:59,3,-114,7.5
743,867.5,LoRa,125,SF12,4/5,on,2015-07-08 08:57:58,5,-115,-4.5
742,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:57:56,8,-114,-1.5
741,868.1,LoRa,125,SF7,4/5,on,2015-07-08 08:57:55,0,-120,-1.5
740,867.1,LoRa,125,SF8,4/5,on,2015-07-08 08:57:55,3,-113,5.2
739,867.5,LoRa,125,SF9,4/5,on,2015-07-08 08:57:54,5,-110,2.5
737,868.1,LoRa,125,SF11,4/5,on,2015-07-08 08:57:53,0,-108,7.8
736,868.5,LoRa,125,SF12,4/5,on,2015-07-08 08:57:51,2,-115,-2.2
735,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:57:49,8,-112,-1.8
734,867.7,LoRa,125,SF7,4/5,on,2015-07-08 08:57:49,6,-119,-3
733,868.1,LoRa,125,SF8,4/5,on,2015-07-08 08:57:48,0,-120,-4.8
732,868.5,LoRa,125,SF9,4/5,on,2015-07-08 08:57:48,2,-120,2
730,867.9,LoRa,125,SF11,4/5,on,2015-07-08 08:57:46,7,-113,2
727,867.3,LoRa,125,SF7,4/5,on,2015-07-08 08:57:43,4,-116,1
726,867.7,LoRa,125,SF8,4/5,on,2015-07-08 08:57:42,6,-115,8.5
725,868.1,LoRa,125,SF9,4/5,on,2015-07-08 08:57:42,0,-114,3.5
723,867.5,LoRa,125,SF11,4/5,on,2015-07-08 08:57:40,5,-110,-1.5
722,867.7,LoRa,125,SF12,4/5,on,2015-07-08 08:57:39,6,-113,5.8
721,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:57:37,8,-114,1.5
719,867.5,LoRa,125,SF8,4/5,on,2015-07-08 08:57:36,5,-119,-1
718,867.7,LoRa,125,SF9,4/5,on,2015-07-08 08:57:35,6,-115,4
716,868.5,LoRa,125,SF11,4/5,on,2015-07-08 08:57:34,2,-114,5.5
714,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:57:30,8,-113,-3.8
711,867.3,LoRa,125,SF9,4/5,on,2015-07-08 08:57:29,4,-105,9
709,868.1,LoRa,125,SF11,4/5,on,2015-07-08 08:57:27,0,-112,3.5
708,867.1,LoRa,125,SF12,4/5,on,2015-07-08 08:57:26,3,-114,-1.2
701,868.1,LoRa,125,SF12,4/5,on,2015-07-08 08:57:20,0,-122,0.5
695,867.3,LoRa,125,SF11,4/5,on,2015-07-08 08:57:15,4,-119,-3.2
693,868.3,LoRa,250,SF7,4/5,on,2015-07-08 08:57:11,8,-116,-8.2
688,868.5,LoRa,125,SF11,4/5,on,2015-07-08 08:57:08,2,-122,-4.8
687,867.5,LoRa,125,SF12,4/5,on,2015-07-08 08:57:07,5,-115,-8.8
