Sequence #,Freq (MHz),Modulation,BW (Hz),SF,Coding Rate,ADR,Time,Chan,RSSI (dBm),SNR (dB)
5536,868.5,LoRa,125,SF7,4/5,on,2015-07-06 13:26:59,2,-120,-3.8
5535,867.5,LoRa,125,SF8,4/5,on,2015-07-06 13:26:59,5,-120,-10.5
5534,867.7,LoRa,125,SF9,4/5,on,2015-07-06 13:26:58,6,-121,-1
5532,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:26:57,3,-124,-17.5
5504,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:26:31,3,-124,-15
5498,867.7,LoRa,125,SF10,4/5,on,2015-07-06 13:26:26,6,-122,-14.2
5496,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:26:24,3,-122,-15.8
5491,867.3,LoRa,125,SF10,4/5,on,2015-07-06 13:26:20,4,-121,-13.2
5490,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:26:19,6,-124,-11
5489,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:26:18,0,-124,-11.2
5475,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:26:05,5,-113,-15.5
5471,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:26:01,4,-122,-12.5
5468,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:25:59,2,-120,-11.5
5463,867.5,LoRa,125,SF10,4/5,on,2015-07-06 13:25:54,5,-120,-9.8
5458,867.7,LoRa,125,SF8,4/5,on,2015-07-06 13:25:49,6,-120,-4.5
5451,867.3,LoRa,125,SF8,4/5,on,2015-07-06 13:25:43,4,-122,-7
5449,868.1,LoRa,125,SF10,4/5,on,2015-07-06 13:25:42,0,-122,-7.8
5443,867.5,LoRa,125,SF9,4/5,on,2015-07-06 13:25:36,5,-114,-7.8
5442,867.9,LoRa,125,SF10,4/5,on,2015-07-06 13:25:35,7,-122,1.2
5441,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:25:35,1,-118,-5.2
5440,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:25:33,2,-121,-5.5
5439,868.3,LoRa,250,SF7,4/5,on,2015-07-06 13:25:31,8,-117,-5
5438,867.9,LoRa,125,SF7,4/5,on,2015-07-06 13:25:31,7,-122,-1.5
5436,867.9,LoRa,125,SF9,4/5,on,2015-07-06 13:25:30,3,-125,-9.2
5430,867.9,LoRa,125,SF8,4/5,on,2015-07-06 13:25:24,7,-124,-5.5
5428,868.5,LoRa,125,SF10,4/5,on,2015-07-06 13:25:23,2,-122,-7.8
5423,867.3,LoRa,125,SF8,4/5,on,2015-07-06 13:25:18,4,-120,-6.2
5420,868.5,LoRa,125,SF11,4/5,on,2015-07-06 13:25:16,2,-121,-13
5414,867.9,LoRa,125,SF10,4/5,on,2015-07-06 13:25:10,7,-122,-7.5
5413,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:25:09,1,-118,-1.5
5412,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:25:08,3,-122,-9.8
5410,867.9,LoRa,125,SF7,4/5,on,2015-07-06 13:25:06,7,-121,-6.5
5409,868.3,LoRa,125,SF8,4/5,on,2015-07-06 13:25:05,1,-122,-8.5
5408,868.5,LoRa,125,SF9,4/5,on,2015-07-06 13:25:05,2,-122,-7.5
5373,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:24:33,0,-124,-6.8
5372,868.5,LoRa,125,SF10,4/5,on,2015-07-06 13:24:32,2,-122,-9.5
5371,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:24:31,4,-122,-9.2
5370,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:24:30,7,-126,-4.2
5337,868.1,LoRa,125,SF10,4/5,on,2015-07-06 13:24:01,0,-122,-11.5
5308,868.5,LoRa,125,SF11,4/5,on,2015-07-06 13:23:35,2,-120,-7.8
5295,867.3,LoRa,125,SF10,4/5,on,2015-07-06 13:23:23,4,-122,-11.2
5293,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:23:21,1,-116,-15.8
5290,867.9,LoRa,125,SF8,4/5,on,2015-07-06 13:23:18,7,-124,-8
5272,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:23:02,2,-122,-9.2
5268,868.5,LoRa,125,SF9,4/5,on,2015-07-06 13:22:58,2,-119,-10.5
5266,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:22:57,6,-122,-12.2
5262,867.9,LoRa,125,SF8,4/5,on,2015-07-06 13:22:52,7,-125,-9.5
5260,868.5,LoRa,125,SF10,4/5,on,2015-07-06 13:22:51,2,-120,-10.5
5258,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:22:49,7,-121,-7.2
5253,868.3,LoRa,125,SF10,4/5,on,2015-07-06 13:22:45,1,-121,-13
5252,868.5,LoRa,125,SF11,4/5,on,2015-07-06 13:22:44,2,-120,-8.2
5251,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:22:43,5,-121,-17.8
5244,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:22:36,3,-125,-13.5
5240,868.5,LoRa,125,SF9,4/5,on,2015-07-06 13:22:33,2,-120,-10.8
5238,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:22:31,6,-121,-10.2
5237,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:22:30,0,-113,-16.5
5231,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:22:25,4,-121,-9.5
5230,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:22:24,7,-123,-11.2
5226,867.9,LoRa,125,SF9,4/5,on,2015-07-06 13:22:20,7,-125,-12.5
5224,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:22:19,3,-122,-13.2
5223,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:22:17,4,-120,-9.8
5188,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:21:46,3,-122,-11.2
5175,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:21:34,4,-121,-12
5170,867.7,LoRa,125,SF9,4/5,on,2015-07-06 13:21:30,6,-122,-11.8
5161,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:21:22,1,-116,-12
5156,868.5,LoRa,125,SF9,4/5,on,2015-07-06 13:21:17,2,-122,-8.5
5155,867.3,LoRa,125,SF10,4/5,on,2015-07-06 13:21:16,4,-119,-10.2
5149,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:21:11,0,-121,-8.5
5146,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:21:08,7,-123,-15
5139,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:21:02,4,-120,-13.2
5134,867.7,LoRa,125,SF10,4/5,on,2015-07-06 13:20:57,6,-122,-9.2
5132,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:20:55,2,-122,-11
5125,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:20:49,1,-120,-12.2
5118,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:20:43,6,-122,-13.5
5112,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:20:38,3,-124,-7.8
5109,868.1,LoRa,125,SF7,4/5,on,2015-07-06 13:20:34,0,-122,-7.8
5108,867.1,LoRa,125,SF8,4/5,on,2015-07-06 13:20:33,3,-124,-10.2
5100,868.5,LoRa,125,SF9,4/5,on,2015-07-06 13:20:26,2,-118,-7.5
5093,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:20:20,0,-122,-6.5
5083,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:20:11,5,-121,-9.8
5081,868.3,LoRa,125,SF7,4/5,on,2015-07-06 13:20:09,1,-121,-3.5
5080,868.5,LoRa,125,SF8,4/5,on,2015-07-06 13:20:08,2,-120,-10.8
5079,867.5,LoRa,125,SF9,4/5,on,2015-07-06 13:20:07,5,-112,-8.5
5073,868.3,LoRa,125,SF8,4/5,on,2015-07-06 13:20:02,1,-121,-4.5
5062,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:19:52,7,-121,-5.8
5049,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:19:41,1,-118,-12.5
5034,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:19:27,6,-124,-11.8
5032,868.5,LoRa,125,SF7,4/5,on,2015-07-06 13:19:24,2,-119,0.2
5030,867.7,LoRa,125,SF9,4/5,on,2015-07-06 13:19:23,6,-122,-12.5
5028,868.5,LoRa,125,SF11,4/5,on,2015-07-06 13:19:22,2,-121,-12.2
5027,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:19:20,4,-122,-10.8
5026,868.3,LoRa,250,SF7,4/5,on,2015-07-06 13:19:18,8,-116,-5.8
5024,868.5,LoRa,125,SF8,4/5,on,2015-07-06 13:19:17,2,-122,-11
5023,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:19:17,4,-121,-9.8
5020,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:19:14,2,-121,-12.5
5014,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:19:09,6,-122,-14.2
5013,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:19:08,1,-121,-13.8
5003,867.3,LoRa,125,SF8,4/5,on,2015-07-06 13:18:58,4,-120,-7.5
5002,867.9,LoRa,125,SF9,4/5,on,2015-07-06 13:18:58,7,-125,-12
4981,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:18:39,0,-121,-2.2
4980,868.5,LoRa,125,SF10,4/5,on,2015-07-06 13:18:38,2,-120,-2.5
4976,868.5,LoRa,125,SF7,4/5,on,2015-07-06 13:18:34,2,-120,-2.2
4974,867.7,LoRa,125,SF9,4/5,on,2015-07-06 13:18:33,6,-122,-8.2
4970,868.3,LoRa,250,SF7,4/5,on,2015-07-06 13:18:28,8,-120,-7.2
4969,868.1,LoRa,125,SF7,4/5,on,2015-07-06 13:18:27,0,-120,-3.2
4968,868.5,LoRa,125,SF8,4/5,on,2015-07-06 13:18:27,2,-121,-7.8
4965,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:18:25,0,-120,-4.8
4961,868.1,LoRa,125,SF8,4/5,on,2015-07-06 13:18:21,0,-122,-5
4959,867.3,LoRa,125,SF10,4/5,on,2015-07-06 13:18:19,4,-120,-10
4957,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:18:17,0,-122,-5.5
4951,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:18:12,4,-120,-8.2
4948,867.1,LoRa,125,SF7,4/5,on,2015-07-06 13:18:08,3,-122,-6
4938,867.9,LoRa,125,SF10,4/5,on,2015-07-06 13:18:00,7,-124,-12
4930,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:17:53,7,-123,-13.2
4922,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:17:46,6,-121,-14
4919,867.3,LoRa,125,SF8,4/5,on,2015-07-06 13:17:43,4,-121,-7
4909,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:17:34,1,-122,-9.5
4902,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:17:28,7,-126,-8.2
4901,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:17:27,0,-124,-7.2
4895,867.5,LoRa,125,SF11,4/5,on,2015-07-06 13:17:22,5,-119,-16
4874,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:17:03,6,-122,-10.2
4868,868.5,LoRa,125,SF10,4/5,on,2015-07-06 13:16:57,2,-120,-10
4853,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:16:44,0,-122,-8.8
4852,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:16:42,2,-120,-13
4826,867.7,LoRa,125,SF10,4/5,on,2015-07-06 13:16:19,6,-121,-6.5
4819,867.3,LoRa,125,SF10,4/5,on,2015-07-06 13:16:13,4,-120,-7.5
4818,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:16:12,7,-121,-9.2
4814,867.7,LoRa,125,SF8,4/5,on,2015-07-06 13:16:08,6,-122,-10.5
4811,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:16:06,4,-120,-11.2
4796,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:15:52,2,-122,-9.5
4793,868.1,LoRa,125,SF8,4/5,on,2015-07-06 13:15:49,0,-118,-1.5
4792,867.1,LoRa,125,SF9,4/5,on,2015-07-06 13:15:48,3,-122,-7.2
4757,868.3,LoRa,125,SF9,4/5,on,2015-07-06 13:15:17,1,-120,-10.2
4743,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:15:04,4,-122,-8.2
4741,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:15:03,0,-122,-10.2
4727,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:14:50,4,-120,-10.2
4721,868.1,LoRa,125,SF10,4/5,on,2015-07-06 13:14:44,0,-120,-8.8
4716,867.1,LoRa,125,SF8,4/5,on,2015-07-06 13:14:39,3,-122,-9.8
4715,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:14:39,4,-122,-9.2
4709,868.1,LoRa,125,SF8,4/5,on,2015-07-06 13:14:33,0,-121,-11
4695,867.3,LoRa,125,SF8,4/5,on,2015-07-06 13:14:20,4,-119,-0.2
4688,867.1,LoRa,125,SF8,4/5,on,2015-07-06 13:14:14,3,-122,-8
4686,867.7,LoRa,125,SF10,4/5,on,2015-07-06 13:14:13,6,-120,-3
4678,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:14:06,6,-122,-4
4673,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:14:01,0,-121,-4.8
4654,867.9,LoRa,125,SF7,4/5,on,2015-07-06 13:13:43,7,-121,-4.2
4649,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:13:39,1,-117,-8.2
4638,867.7,LoRa,125,SF9,4/5,on,2015-07-06 13:13:29,6,-122,-8.8
4631,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:13:23,4,-121,-7.5
4628,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:13:20,2,-121,-5.2
4626,867.9,LoRa,125,SF7,4/5,on,2015-07-06 13:13:18,7,-121,-2.5
4625,868.1,LoRa,125,SF8,4/5,on,2015-07-06 13:13:17,0,-120,0
4624,867.1,LoRa,125,SF9,4/5,on,2015-07-06 13:13:17,3,-124,-7
4622,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:13:15,7,-122,-6.5
4621,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:13:14,0,-120,-2.8
4620,868.3,LoRa,250,SF7,4/5,on,2015-07-06 13:13:12,8,-119,-6.2
4619,867.5,LoRa,125,SF7,4/5,on,2015-07-06 13:13:11,5,-120,-2.2
4618,867.7,LoRa,125,SF8,4/5,on,2015-07-06 13:13:11,6,-121,-3.8
4617,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:13:10,0,-122,-2.5
4616,868.5,LoRa,125,SF10,4/5,on,2015-07-06 13:13:10,2,-120,-6
4615,867.5,LoRa,125,SF11,4/5,on,2015-07-06 13:13:09,5,-110,-8
4613,868.3,LoRa,250,SF7,4/5,on,2015-07-06 13:13:05,8,-118,-5.8
4611,867.3,LoRa,125,SF8,4/5,on,2015-07-06 13:13:05,4,-119,-5.5
4610,867.7,LoRa,125,SF9,4/5,on,2015-07-06 13:13:04,6,-121,-0.2
4608,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:13:03,3,-122,0.8
4603,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:12:58,4,-121,-8
4602,867.7,LoRa,125,SF10,4/5,on,2015-07-06 13:12:57,6,-120,-3.8
4598,867.9,LoRa,125,SF7,4/5,on,2015-07-06 13:12:52,7,-123,-7.5
4594,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:12:50,7,-121,1.2
4593,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:12:49,1,-122,-6.5
4592,868.3,LoRa,250,SF7,4/5,on,2015-07-06 13:12:47,8,-117,-7
4591,867.5,LoRa,125,SF7,4/5,on,2015-07-06 13:12:46,5,-118,-4.2
4590,867.9,LoRa,125,SF8,4/5,on,2015-07-06 13:12:46,7,-121,-3.2
4589,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:12:45,0,-121,-4.5
4586,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:12:42,7,-121,-7.5
4583,867.3,LoRa,125,SF8,4/5,on,2015-07-06 13:12:39,4,-120,-4.2
4576,867.1,LoRa,125,SF8,4/5,on,2015-07-06 13:12:33,3,-122,-9.8
4564,868.3,LoRa,250,SF7,4/5,on,2015-07-06 13:12:21,8,-117,-8
4562,867.7,LoRa,125,SF8,4/5,on,2015-07-06 13:12:20,6,-121,-3.5
4561,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:12:20,0,-121,-6
4560,868.5,LoRa,125,SF10,4/5,on,2015-07-06 13:12:19,2,-120,-8.2
4559,867.5,LoRa,125,SF11,4/5,on,2015-07-06 13:12:18,5,-112,-13
4555,867.3,LoRa,125,SF8,4/5,on,2015-07-06 13:12:14,4,-121,-9.8
4554,867.1,LoRa,125,SF9,4/5,on,2015-07-06 13:12:13,7,-121,-1.5
4553,868.3,LoRa,125,SF10,4/5,on,2015-07-06 13:12:13,1,-116,-5
4552,868.5,LoRa,125,SF11,4/5,on,2015-07-06 13:12:12,2,-120,-2.2
4551,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:12:11,4,-121,-3.5
4549,868.3,LoRa,125,SF7,4/5,on,2015-07-06 13:12:08,1,-120,-2.2
4548,867.1,LoRa,125,SF8,4/5,on,2015-07-06 13:12:08,3,-121,-2.5
4547,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:12:07,4,-121,-6.2
4546,867.7,LoRa,125,SF10,4/5,on,2015-07-06 13:12:06,6,-122,-3.5
4545,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:12:06,0,-122,-6.2
4541,868.3,LoRa,125,SF8,4/5,on,2015-07-06 13:12:01,1,-120,-6.5
4540,869.25,LoRa,125,SF9,4/5,on,2015-07-06 13:12:01,3,-121,-6.2
4538,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:11:59,6,-122,-7
4537,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:11:58,0,-121,-8.5
4534,867.9,LoRa,125,SF8,4/5,on,2015-07-06 13:11:55,7,-124,-6
4533,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:11:55,0,-121,-7.2
4532,868.5,LoRa,125,SF10,4/5,on,2015-07-06 13:11:54,2,-122,-5.8
4523,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:11:45,5,-122,-13.8
4518,867.9,LoRa,125,SF10,4/5,on,2015-07-06 13:11:41,7,-121,-11.2
4499,867.5,LoRa,125,SF8,4/5,on,2015-07-06 13:11:23,5,-120,-9
4496,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:11:21,3,-122,-9.5
4492,868.5,LoRa,125,SF8,4/5,on,2015-07-06 13:11:17,2,-121,-8
4490,867.7,LoRa,125,SF10,4/5,on,2015-07-06 13:11:16,6,-122,-9
4439,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:10:30,4,-122,-11
4433,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:10:25,0,-124,-9.2
4432,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:10:23,2,-122,-4.8
4428,868.5,LoRa,125,SF9,4/5,on,2015-07-06 13:10:20,2,-119,-10
4427,867.5,LoRa,125,SF10,4/5,on,2015-07-06 13:10:19,5,-121,-7.2
4426,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:10:18,6,-121,-10.2
4405,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:09:59,1,-119,-12.8
4404,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:09:58,3,-122,-11.2
4400,867.1,LoRa,125,SF9,4/5,on,2015-07-06 13:09:54,3,-123,-8
4399,867.3,LoRa,125,SF10,4/5,on,2015-07-06 13:09:54,4,-121,-9.8
4398,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:09:53,6,-122,-12.5
4397,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:09:52,0,-124,-13.8
4383,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:09:39,4,-121,-11.2
4380,867.1,LoRa,125,SF8,4/5,on,2015-07-06 13:09:36,3,-123,-7.5
4374,867.7,LoRa,125,SF7,4/5,on,2015-07-06 13:09:30,6,-121,-8
4372,868.5,LoRa,125,SF9,4/5,on,2015-07-06 13:09:29,2,-122,-5.2
4371,867.3,LoRa,125,SF10,4/5,on,2015-07-06 13:09:29,4,-121,-7
4370,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:09:28,7,-124,-7
4366,867.7,LoRa,125,SF8,4/5,on,2015-07-06 13:09:23,6,-120,-8.8
4363,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:09:21,4,-122,-6.5
4362,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:09:20,7,-124,-6.8
4358,867.7,LoRa,125,SF9,4/5,on,2015-07-06 13:09:17,6,-121,-6.2
4357,868.3,LoRa,125,SF10,4/5,on,2015-07-06 13:09:16,1,-117,-8.2
4356,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:09:15,3,-124,-8.2
4355,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:09:14,5,-121,-14
4353,868.1,LoRa,125,SF7,4/5,on,2015-07-06 13:09:11,0,-121,-4
4349,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:09:09,0,-122,-3.5
4348,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:09:07,3,-122,-4.8
4345,868.3,LoRa,125,SF8,4/5,on,2015-07-06 13:09:04,1,-116,-10.2
4344,868.5,LoRa,125,SF9,4/5,on,2015-07-06 13:09:04,2,-122,-10
4342,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:09:02,6,-122,-10.2
4341,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:09:01,0,-120,-9
4336,868.5,LoRa,125,SF10,4/5,on,2015-07-06 13:08:57,2,-119,-7
4335,867.5,LoRa,125,SF11,4/5,on,2015-07-06 13:08:56,5,-118,-11.8
4334,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:08:55,7,-121,-4.5
4332,867.1,LoRa,125,SF7,4/5,on,2015-07-06 13:08:52,3,-122,-6
4330,867.7,LoRa,125,SF9,4/5,on,2015-07-06 13:08:51,6,-120,-7.2
4329,868.3,LoRa,125,SF10,4/5,on,2015-07-06 13:08:51,1,-118,-6.8
4328,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:08:50,3,-123,-12.2
4322,867.9,LoRa,125,SF10,4/5,on,2015-07-06 13:08:44,7,-121,-3.8
4320,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:08:42,2,-122,-10.8
4315,867.3,LoRa,125,SF10,4/5,on,2015-07-06 13:08:38,4,-122,-8.2
4314,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:08:37,7,-122,-7.2
4310,867.7,LoRa,125,SF8,4/5,on,2015-07-06 13:08:33,6,-121,-4.8
4309,868.3,LoRa,125,SF9,4/5,on,2015-07-06 13:08:32,1,-120,-12.2
4308,867.9,LoRa,125,SF10,4/5,on,2015-07-06 13:08:32,3,-120,-3
4307,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:08:31,4,-121,-9.2
4304,868.5,LoRa,125,SF7,4/5,on,2015-07-06 13:08:27,2,-121,-5.2
4303,867.3,LoRa,125,SF8,4/5,on,2015-07-06 13:08:27,4,-122,-8.2
4301,868.3,LoRa,125,SF10,4/5,on,2015-07-06 13:08:25,1,-119,-13.8
4300,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:08:24,3,-121,-0.8
4299,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:08:23,4,-120,-9
4296,867.1,LoRa,125,SF8,4/5,on,2015-07-06 13:08:20,3,-120,-2.2
4294,867.7,LoRa,125,SF10,4/5,on,2015-07-06 13:08:19,6,-122,-8
4293,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:08:18,0,-120,-4
4292,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:08:17,3,-120,-0.5
4289,868.3,LoRa,125,SF8,4/5,on,2015-07-06 13:08:14,1,-119,-5.2
4287,867.3,LoRa,125,SF10,4/5,on,2015-07-06 13:08:13,4,-121,-8.8
4286,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:08:12,7,-122,-6.8
4285,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:08:11,0,-122,-3.5
4281,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:08:07,0,-122,-4.5
4280,868.5,LoRa,125,SF10,4/5,on,2015-07-06 13:08:06,2,-120,-1.8
4279,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:08:05,4,-122,-6.8
4278,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:08:04,6,-121,-5.5
4276,867.1,LoRa,125,SF7,4/5,on,2015-07-06 13:08:02,3,-121,-4.8
4273,868.1,LoRa,125,SF10,4/5,on,2015-07-06 13:08:00,0,-122,-4.2
4272,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:07:59,3,-121,-3.8
4271,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:07:58,5,-118,-7
4268,867.1,LoRa,125,SF8,4/5,on,2015-07-06 13:07:55,3,-121,-4.5
4266,867.7,LoRa,125,SF10,4/5,on,2015-07-06 13:07:54,6,-121,-5.8
4265,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:07:53,1,-120,-6.5
4264,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:07:52,2,-121,-1.2
4262,867.7,LoRa,125,SF7,4/5,on,2015-07-06 13:07:49,6,-121,-6.5
4261,868.3,LoRa,125,SF8,4/5,on,2015-07-06 13:07:49,1,-120,-3
4260,868.5,LoRa,125,SF9,4/5,on,2015-07-06 13:07:48,2,-120,-1.8
4259,867.3,LoRa,125,SF10,4/5,on,2015-07-06 13:07:47,4,-120,-4.5
4258,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:07:47,6,-121,-5.2
4257,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:07:45,1,-118,-5.5
4256,868.3,LoRa,250,SF7,4/5,on,2015-07-06 13:07:43,8,-119,-6
4254,867.7,LoRa,125,SF8,4/5,on,2015-07-06 13:07:42,6,-119,-4
4253,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:07:42,0,-122,-5.5
4252,867.1,LoRa,125,SF10,4/5,on,2015-07-06 13:07:41,3,-122,-7.2
4250,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:07:39,6,-121,-9.2
4246,867.9,LoRa,125,SF9,4/5,on,2015-07-06 13:07:35,7,-122,-5
4245,868.1,LoRa,125,SF10,4/5,on,2015-07-06 13:07:35,0,-121,-4.8
4244,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:07:34,3,-124,-11.5
4243,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:07:33,4,-120,-5.5
4239,867.5,LoRa,125,SF9,4/5,on,2015-07-06 13:07:29,5,-120,-7.5
4238,867.9,LoRa,125,SF10,4/5,on,2015-07-06 13:07:28,7,-121,-1
4237,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:07:28,1,-118,-3.5
4236,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:07:26,3,-121,-5.2
4233,868.1,LoRa,125,SF8,4/5,on,2015-07-06 13:07:23,0,-122,-5.2
4232,867.1,LoRa,125,SF9,4/5,on,2015-07-06 13:07:23,3,-124,-6.8
4230,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:07:21,6,-122,-4.2
