Port,Time,Sequence #,Data
2,2015-07-07 12:07:09,9,0026880db2059f35000000000000ffff
2,2015-07-07 12:07:08,8,0026890db8059a35000000000000ffff
2,2015-07-07 12:07:03,2,0026880db2059e36000000000000ffff
2,2015-07-07 12:07:02,1,0026880db2059f35000000000000ffff
2,2015-07-07 12:04:33,46,00268b0d9f059136000000000000ffff
2,2015-07-07 12:04:32,45,00268b0d9f059435000000000000ffff
2,2015-07-07 12:04:27,40,00268a0d99058f35000000000000ffff
2,2015-07-07 12:04:25,37,00268b0d93059135000000000000ffff
2,2015-07-07 12:04:24,36,00268c0d99058f36000000000000ffff
2,2015-07-07 12:04:21,33,00268b0d93059136000000000000ffff
2,2015-07-07 12:04:20,32,00268b0d99059436000000000000ffff
2,2015-07-07 12:04:19,30,00268b0d93058f36000000000000ffff
2,2015-07-07 12:04:17,29,00268b0d99058d36000000000000ffff
2,2015-07-07 12:04:13,24,00268c0d8c059136000000000000ffff
2,2015-07-07 12:04:13,23,00268b0d8c058e36000000000000ffff
2,2015-07-07 12:04:06,16,00268c0d8c058836000000000000ffff
2,2015-07-07 12:04:05,15,00268c0d8c058d36000000000000ffff
2,2015-07-07 12:04:02,12,00268c0d86058936000000000000ffff
2,2015-07-07 12:04:00,9,00268b0d86058737000000000000ffff
2,2015-07-07 12:03:59,8,00268c0d8c058736000000000000ffff
2,2015-07-07 12:03:55,4,00268c0d86058b35000000000000ffff
2,2015-07-07 12:03:54,3,00268c0d86058836000000000000ffff
2,2015-07-07 12:03:52,1,00268c0d80058e36000000000000ffff
2,2015-07-07 12:03:40,2,00268b0d7a058936000000000000ffff
2,2015-07-07 12:03:16,22,00268c0d73058735000000000000ffff
2,2015-07-07 12:03:13,18,00268b0d6d058036000000000000ffff
2,2015-07-07 12:03:11,16,00268c0d6d058836000000000000ffff
2,2015-07-07 12:03:05,9,00268c0d6d058135000000000000ffff
2,2015-07-07 12:02:59,2,00268c0d67058236000000000000ffff
2,2015-07-07 12:02:57,1,00268c0d6d058335000000000000ffff
2,2015-07-07 11:09:02,16,0026930d7a054835000000000000ffff
2,2015-07-07 11:09:01,15,0026930d80054a35000000000000ffff
2,2015-07-07 11:08:58,11,0026930d73054736000000000000ffff
2,2015-07-07 11:08:56,9,0026930d73054335000000000000ffff
2,2015-07-07 11:08:54,8,0026930d7a054935000000000000ffff
2,2015-07-07 11:08:52,5,0026920d73054a36000000000000ffff
2,2015-07-07 11:08:50,2,0026930d73054836000000000000ffff
2,2015-07-07 11:08:48,1,0026930d67054935000000000000ffff
2,2015-07-07 11:08:38,73,0026930d61054435000000000000ffff
2,2015-07-07 11:08:38,72,0026930d61054b35000000000000ffff
2,2015-07-07 11:08:31,65,0026940d5a054935000000000000ffff
2,2015-07-07 11:08:25,58,0026930d5a053f35000000000000ffff
2,2015-07-07 11:08:24,57,0026950d61054435000000000000ffff
2,2015-07-07 11:08:20,53,0026940d54054435000000000000ffff
2,2015-07-07 11:08:19,51,0026930d54054235000000000000ffff
2,2015-07-07 11:08:18,50,0026940d5a054735000000000000ffff
2,2015-07-07 11:08:14,46,0026930d4e054736000000000000ffff
2,2015-07-07 11:08:13,45,0026940d54054635000000000000ffff
2,2015-07-07 11:08:13,44,0026930d54054236000000000000ffff
2,2015-07-07 11:08:08,40,0026940d4e054736000000000000ffff
2,2015-07-07 11:08:07,38,0026940d4e054635000000000000ffff
2,2015-07-07 11:08:06,37,0026930d48053d35000000000000ffff
2,2015-07-07 11:08:05,36,0026950d54054434000000000000ffff
2,2015-07-07 11:08:01,31,0026940d4e054635000000000000ffff
2,2015-07-07 11:08:00,30,0026930d48054535000000000000ffff
2,2015-07-07 11:07:58,29,0026940d4e054735000000000000ffff
2,2015-07-07 11:07:54,23,0026930d48054b35000000000000ffff
2,2015-07-07 11:07:52,22,0026940d4e054635000000000000ffff
2,2015-07-07 11:07:49,18,0026930d48054635000000000000ffff
2,2015-07-07 11:07:48,17,0026930d48054735000000000000ffff
2,2015-07-07 11:07:47,16,0026930d41054636000000000000ffff
2,2015-07-07 11:07:46,15,0026940d4e054235000000000000ffff
2,2015-07-07 11:07:43,12,0026930d48054635000000000000ffff
2,2015-07-07 11:07:42,10,0026940d48054335000000000000ffff
2,2015-07-07 11:07:41,9,0026930d48054d35000000000000ffff
2,2015-07-07 11:07:40,8,0026940d48053f35000000000000ffff
2,2015-07-07 11:07:36,5,0026930d48054434000000000000ffff
2,2015-07-07 11:07:35,2,0026930d41054a34000000000000ffff
2,2015-07-07 11:07:33,1,0026930d4805442f000000000000ffff
2,2015-07-06 13:49:03,7001,0026ca0e6703753f40435604138900dd
2,2015-07-06 13:48:08,6940,0026c90e7a03733c40435604138900dd
2,2015-07-06 13:46:14,6814,0026c70e9903913d4042ce0413ba00dd
2,2015-07-06 13:46:14,6813,0026c70e99038c3c4042ce0413ba00dd
2,2015-07-06 13:46:12,6812,0026c80e9f038c3d4042ce0413ba00dd
2,2015-07-06 13:45:59,6798,0026c80e99038f3e4042800413d900db
2,2015-07-06 13:45:43,6780,0026ca0e9903773d40425c0413e500d9
2,2015-07-06 13:45:42,6778,0026c90e9903743e40425c0413e500d9
2,2015-07-06 13:45:41,6777,0026cb0e9f037b3a40425c0413e500d9
2,2015-07-06 13:45:37,6773,0026ca0e99036d3d40425c0413e500d9
2,2015-07-06 13:45:36,6772,0026cb0e9903703e4042310413ee00da
2,2015-07-06 13:44:58,6729,0026ca0e9903763c4041ef0413f800d9
2,2015-07-06 13:44:32,6701,0026cb0e99036e3b4041a504140900da
2,2015-07-06 13:41:23,6491,0026c50eb2039e3f403e400414e300dc
2,2015-07-06 13:39:05,6338,0026c20ed103b33b403bb704158500e0
2,2015-07-06 13:38:45,6316,0026c10ed103bd3f403b1a0415aa00dd
2,2015-07-06 13:38:26,6295,0026c40ed803a73d403af00415b300de
2,2015-07-06 13:38:25,6294,0026c40ede03aa3d403af00415b300de
2,2015-07-06 13:38:18,6287,0026c30ede03b53f403af00415b300de
2,2015-07-06 13:38:13,6281,0026c30ede03aa3e403ac70415bc00de
2,2015-07-06 13:37:25,6228,0026ba0eea03fb3c4038f604163200e7
2,2015-07-06 13:37:23,6226,0026ba0eea04013c4038f604163200e7
2,2015-07-06 13:37:23,6225,0026b80eea04053f4038f604163200e7
2,2015-07-06 13:37:19,6222,0026b80eea04093e4038f604163200e7
2,2015-07-06 13:37:16,6218,0026b80eea04043c4038a204164600e7
2,2015-07-06 13:37:15,6217,0026ba0ef10407404038a204164600e7
2,2015-07-06 13:37:12,6214,0026ba0eea03fd3e4038a204164600e7
2,2015-07-06 13:37:10,6211,0026ba0eea03f83d4038a204164600e7
2,2015-07-06 13:37:09,6210,0026bc0ef103ee3f4038a204164600e7
2,2015-07-06 13:37:05,6206,0026bc0eea03ed3e40386604165400e6
2,2015-07-06 13:37:04,6204,0026be0ef103d94040386604165400e6
2,2015-07-06 13:37:02,6203,0026c00ef703d23f40386604165400e6
2,2015-07-06 13:36:59,6199,0026c00ef103cb4040386604165400e6
2,2015-07-06 13:36:57,6197,0026c00ef103ce3c40386604165400e6
2,2015-07-06 13:36:43,6182,0026c00efd03cd3c4037df04167400e6
2,2015-07-06 13:36:26,6162,0026bf0ef703cb3f4037cd04167b00e5
2,2015-07-06 13:36:24,6161,0026c10efd03c73c4037cd04167b00e5
2,2015-07-06 13:36:19,6155,0026c10efd03c03d4037cd04167b00e5
2,2015-07-06 13:36:18,6154,0026c10f0303c83f4037cd04167b00e5
2,2015-07-06 13:36:08,6142,0026c00efd03d93d4037ac04168300e2
2,2015-07-06 13:36:07,6141,0026be0efd03d33d40378d04168b00e2
2,2015-07-06 13:36:01,6135,0026bf0f0303d13e40378d04168b00e2
2,2015-07-06 13:35:04,6071,0026ba0f0a03fc3f4036fc0416ac00e7
2,2015-07-06 13:35:02,6070,0026bb0f1003fd404036fc0416ac00e7
2,2015-07-06 13:34:56,6063,0026b80f1004133f4036b50416bd00ef
2,2015-07-06 13:34:50,6056,0026b60f10041f3d4036b50416bd00ef
2,2015-07-06 13:34:26,6029,0026ad0f0a046a3d4035e80416f50102
2,2015-07-06 13:34:24,6028,0026ad0f16046b3c4035e80416f50102
2,2015-07-06 13:34:19,6022,0026ac0f0a047f3d4035e80416f50102
2,2015-07-06 13:34:18,6021,0026ac0f1004843d4035e80416f50102
2,2015-07-06 13:34:12,6014,0026ab0f1004833b4035d30416f90103
2,2015-07-06 13:34:07,6008,0026aa0f0a04813d4035cb0416fb0102
2,2015-07-06 13:34:05,6007,0026ab0f1004893d4035cb0416fb0102
2,2015-07-06 13:33:59,6000,0026aa0f1004873d4035cb0416fb0102
2,2015-07-06 13:33:54,5994,0026a80f10048e3f4035a60417080103
2,2015-07-06 13:33:48,5987,0026a80f10048e3e4035a60417080103
2,2015-07-06 13:33:44,5984,0026a80f1004993d40359604172d0104
2,2015-07-06 13:33:41,5980,0026a70f1004a23d40359604172d0104
2,2015-07-06 13:33:29,5966,0026a60f1004aa3d40358e04175d0103
2,2015-07-06 13:33:15,5951,0026a60f1604ac3e40358804178f0105
2,2015-07-06 13:33:05,5940,0026a40f1004b04040358504178d0105
2,2015-07-06 13:32:45,5918,0026a50f1604ab3d40358004178b0105
2,2015-07-06 13:32:45,5917,0026a60f1604ab3f40358004178b0105
2,2015-07-06 13:32:33,5904,0026a60f1c04ac3d40357c04178c0106
2,2015-07-06 13:32:31,5902,0026a50f2304b13d40357c04178c0106
2,2015-07-06 13:32:20,5890,0026a50f2304b13c40357c04178c0106
2,2015-07-06 13:32:18,5888,0026a60f2304ae4140357c04178c0106
2,2015-07-06 13:31:48,5854,0026a40f2304ae3d40357c04178c0106
2,2015-07-06 13:31:21,5825,0026a50f2f04b23f40357c04178c0106
2,2015-07-06 13:31:08,5811,0026a60f2f04b33e40357c04178c0106
2,2015-07-06 13:30:56,5797,0026a60f2f04a84040357c04178c0106
2,2015-07-06 13:30:05,5741,0026a50f3c04ae3d40357c04178c0106
2,2015-07-06 13:29:53,5727,0026a40f4204b13e40357c04178c0106
2,2015-07-06 13:29:36,5708,0026a50f3c04b33c40357d04178c0106
2,2015-07-06 13:29:34,5706,0026a50f4204b63f40357d04178c0106
2,2015-07-06 13:29:30,5702,0026a40f3c04b64240357d04178c0106
2,2015-07-06 13:29:29,5700,0026a40f3c04b54140357d04178c0106
2,2015-07-06 13:29:27,5699,0026a50f4204b53f40357d04178c0106
2,2015-07-06 13:29:24,5695,0026a40f3c04b73f40357d04178c0106
2,2015-07-06 13:29:16,5686,0026a40f4204bc3c40357c04178c0106
2,2015-07-06 13:29:15,5685,0026a40f4204ba3f40357c04178c0106
2,2015-07-06 13:29:02,5671,0026a40f4204bc3f40357b04178c0106
2,2015-07-06 13:28:58,5666,0026a40f4204bb3d40357b04178c0106
2,2015-07-06 13:28:45,5652,0026a30f4e04bd3e40357c0417910103
2,2015-07-06 13:28:44,5651,0026a40f4e04be3c40357c0417910103
2,2015-07-06 13:28:32,5637,0026a40f5504bc3c40357a04178e0100
2,2015-07-06 13:28:13,5616,0026a40f6104b83f40358204177400f9
2,2015-07-06 13:27:59,5601,0026a60f6704ae3e40358a04173300f6
2,2015-07-06 13:27:41,5581,0026a80f6e049c3e4035cd0416f600f5
2,2015-07-06 13:27:35,5574,0026a90f67048c3f4035d20416f500f4
2,2015-07-06 13:27:29,5568,0026a90f7404883e4035d20416f500f4
2,2015-07-06 13:27:27,5566,0026aa0f74048f3c4035d70416f300f2
2,2015-07-06 13:27:22,5560,0026a90f7404873c4035d70416f300f2
2,2015-07-06 13:27:21,5559,0026aa0f7a04893c4035d70416f300f2
2,2015-07-06 13:27:16,5553,0026a90f7404833d4035e50416ef00f1
2,2015-07-06 13:27:15,5552,0026aa0f8004853c4035e50416ef00f1
2,2015-07-06 13:27:08,5545,0026ab0f87047f3f4035e50416ef00f1
2,2015-07-06 13:27:02,5538,0026ab0f8d047a3e4035ec0416ee00f1
2,2015-07-06 13:26:59,5535,0026aa0f8704833e4035ec0416ee00f1
2,2015-07-06 13:26:26,5498,0026ac0f99047a3f4035ec0416ee00f1
2,2015-07-06 13:26:25,5497,0026ac0f93047a3e4035ec0416ee00f1
2,2015-07-06 13:26:24,5496,0026ac0f99047d404035ec0416ee00f1
2,2015-07-06 13:26:20,5491,0026ab0f99047a3d4035ec0416ee00f1
2,2015-07-06 13:26:19,5490,0026aa0f93047d3d4035ec0416ee00f1
2,2015-07-06 13:26:01,5470,0026ab0fa6047f3e4035f40416ea00ef
2,2015-07-06 13:26:00,5469,0026aa0fa0047f404035f40416ea00ef
2,2015-07-06 13:25:55,5464,0026ab0fa6047c3f4035ff0416e500ee
2,2015-07-06 13:25:54,5462,0026ab0fa60477404035ff0416e500ee
2,2015-07-06 13:25:52,5461,0026ac0fac047c404035ff0416e500ee
2,2015-07-06 13:25:46,5454,0026ad0fb20478404036070416e400ee
2,2015-07-06 13:25:44,5453,0026ac0fac04753f4036070416e400ee
2,2015-07-06 13:25:43,5451,0026ab0fa6047a3e4036070416e400ee
2,2015-07-06 13:25:42,5449,0026ac0fac04773d4036070416e400ee
2,2015-07-06 13:25:41,5448,0026ac0fac04743f4036070416e400ee
2,2015-07-06 13:25:40,5447,0026ad0fac04743d4036070416e400ee
2,2015-07-06 13:25:35,5441,0026ac0fac04663d4036110416e200ed
2,2015-07-06 13:25:33,5440,0026ad0fb9046b3f4036110416e200ed
2,2015-07-06 13:25:27,5433,0026ae0fb2046a3f40361b0416df00ee
2,2015-07-06 13:25:23,5428,0026ad0fb204663b40361b0416df00ee
2,2015-07-06 13:25:21,5426,0026ae0fb904693f40361b0416df00ee
2,2015-07-06 13:25:16,5420,0026ae0fb20464414036280416dc00ee
2,2015-07-06 13:25:14,5419,0026af0fb904633e4036280416dc00ee
2,2015-07-06 13:25:11,5415,0026ae0fb90459404036280416dc00ee
2,2015-07-06 13:25:10,5414,0026ae0fb904633e4036280416dc00ee
2,2015-07-06 13:25:08,5412,0026af0fb904593f4036280416dc00ee
2,2015-07-06 13:25:05,5408,0026ad0fb2045f404036320416da00ed
2,2015-07-06 13:25:03,5406,0026b00fb9045e404036320416da00ed
2,2015-07-06 13:24:43,5384,0026b10fbf04423e40364a0416d600ec
2,2015-07-06 13:24:32,5372,0026b30fbf04433f4036550416d400ed
2,2015-07-06 13:24:30,5370,0026b30fc5043a3f4036550416d400ed
2,2015-07-06 13:24:26,5365,0026b20fbf04413d4036630416d100ee
2,2015-07-06 13:24:05,5342,0026b40fcb04313d4036770416c900f1
2,2015-07-06 13:24:01,5337,0026b40fc504393c4036770416c900f1
2,2015-07-06 13:24:00,5336,0026b30fc50432394036770416c900f1
2,2015-07-06 13:23:40,5314,0026b50fd804293c40368f0416c400f2
2,2015-07-06 13:23:35,5308,0026b40fd2042a3c4036970416c100f3
2,2015-07-06 13:23:27,5300,0026b60fd804263f4036980416c200f3
2,2015-07-06 13:23:17,5289,0026b40fd804293c4036980416c200f3
2,2015-07-06 13:23:17,5288,0026b50fd8042c3f4036980416c300f3
2,2015-07-06 13:23:14,5286,0026b50fde04263e4036980416c300f3
2,2015-07-06 13:23:11,5283,0026b50fd804283e4036980416c300f3
2,2015-07-06 13:23:03,5273,0026b40fd8042a404036990416c200f3
2,2015-07-06 13:22:58,5268,0026b40fd804293f4036990416c200f3
2,2015-07-06 13:22:57,5266,0026b50fde04294040369b0416c200f3
2,2015-07-06 13:22:55,5265,0026b50fde042a3f40369b0416c200f3
2,2015-07-06 13:22:44,5252,0026b50fde04263d40369c0416c100f3
2,2015-07-06 13:22:31,5238,0026b40feb042a3e40369c0416c000f3
2,2015-07-06 13:22:30,5237,0026b60ff104243f40369c0416c000f3
2,2015-07-06 13:22:27,5233,0026b50feb04273f40369c0416c000f3
2,2015-07-06 13:22:25,5231,0026b50feb04213d40369c0416bf00f4
2,2015-07-06 13:22:18,5223,0026b60ff104273e4036a10416bf00f4
2,2015-07-06 13:22:12,5217,0026b50ff704293e4036a10416bf00f4
2,2015-07-06 13:22:05,5209,0026b70ff704243f4036aa0416be00f4
2,2015-07-06 13:22:01,5205,0026b60ff1041f3c4036aa0416be00f4
2,2015-07-06 13:22:01,5204,0026b70ff704193f4036aa0416be00f4
2,2015-07-06 13:22:00,5203,0026b60ff104203c4036aa0416be00f4
2,2015-07-06 13:21:41,5182,0026b60feb04213f4036c10416ba00f3
2,2015-07-06 13:21:35,5175,0026b60feb041d3d4036cc0416b600f0
2,2015-07-06 13:21:33,5174,0026b80ff104173b4036cc0416b600f0
2,2015-07-06 13:21:30,5170,0026b60feb041a3e4036cc0416b600f0
2,2015-07-06 13:21:29,5169,0026b70ff104193e4036cc0416b600f0
2,2015-07-06 13:21:28,5168,0026b70ff104113e4036cc0416b600f0
2,2015-07-06 13:21:22,5161,0026b70ff1040e3c4036da0416b000ee
2,2015-07-06 13:21:18,5157,0026b80ff104103e4036da0416b000ee
2,2015-07-06 13:21:16,5154,0026b70ff1040c3f4036e80416ae00ed
2,2015-07-06 13:21:10,5148,0026b90ff104063c4036e80416ae00ed
2,2015-07-06 13:21:08,5146,0026b90ff7040e3f4036f20416ab00eb
2,2015-07-06 13:21:03,5140,0026b90ff7040b3f4036f20416ab00eb
2,2015-07-06 13:21:02,5139,0026b90ffd04063d4036f20416ab00eb
2,2015-07-06 13:20:55,5132,0026ba0ffd04053d4036fd0416a800e9
2,2015-07-06 13:20:53,5130,0026b90ff70404404036fd0416a800e9
2,2015-07-06 13:20:50,5126,0026ba0ff704043f4036fd0416a800e9
2,2015-07-06 13:20:49,5125,0026b90ffd04023f4036fd0416a800e9
2,2015-07-06 13:20:44,5119,0026ba0ff704013d4037080416a400e8
2,2015-07-06 13:20:43,5118,0026ba0ffd03fd3f4037080416a400e8
2,2015-07-06 13:20:38,5112,0026ba0ff704083f4037080416a400e8
2,2015-07-06 13:20:31,5105,0026b90ff703ff3d4037130416a100e5
2,2015-07-06 13:20:30,5104,0026bb0ffd03f93d4037130416a100e5
2,2015-07-06 13:20:17,5090,0026bb100403ee3d40372f04169d00e5
2,2015-07-06 13:20:14,5086,0026bb0ff703f13f40372f04169d00e5
2,2015-07-06 13:20:12,5084,0026bb0ff703f93d40372f04169d00e5
2,2015-07-06 13:19:59,5070,0026bb0ffd03ee3f40373d04169b00e8
2,2015-07-06 13:19:56,5067,0026bc0ffd03ef3d40374b04169800e9
2,2015-07-06 13:19:53,5063,0026bc0ffd03e83c40374b04169800e9
2,2015-07-06 13:19:52,5062,0026bd100403ee3d40374b04169800e9
2,2015-07-06 13:19:36,5044,0026bd100403ea3d40376104169200e7
2,2015-07-06 13:19:28,5035,0026bd100403e23e40376104169200e7
2,2015-07-06 13:19:27,5034,0026be100403e23d40376a04169000e7
2,2015-07-06 13:19:21,5027,0026bd100403e03e40376a04169000e7
2,2015-07-06 13:19:03,5007,0026be0ff703dd3e40378104168800e7
2,2015-07-06 13:19:02,5006,0026bf100403da4040378104168800e7
2,2015-07-06 13:18:59,5003,0026bf0ffd03de3d40378104168800e7
2,2015-07-06 13:18:57,5000,0026be0ff703e23e40378c04168400e7
2,2015-07-06 13:18:40,4982,0026be100403d13c40379804168200e8
2,2015-07-06 13:18:39,4981,0026bf100403d43c40379804168200e8
2,2015-07-06 13:18:38,4980,0026bf100a03d63e40379804168200e8
2,2015-07-06 13:18:33,4975,0026bf100403d03c4037a104168300e6
2,2015-07-06 13:18:33,4974,0026bf0ffd03d03f4037a104168300e6
2,2015-07-06 13:18:32,4973,0026bf100403d73c4037a104168300e6
2,2015-07-06 13:18:26,4967,0026bf100a03d33c4037ae04167f00e6
2,2015-07-06 13:18:24,4964,0026c0100a03ca3f4037ae04167f00e6
2,2015-07-06 13:18:19,4959,0026c0100a03d03d4037ae04167f00e6
2,2015-07-06 13:18:17,4957,0026c0100a03c73f4037b904167b00e6
2,2015-07-06 13:18:12,4951,0026bf100403ca3b4037b904167b00e6
2,2015-07-06 13:18:11,4950,0026c0101003cf3e4037b904167b00e6
2,2015-07-06 13:18:06,4944,0026bf100a03c63e4037c504167a00e5
2,2015-07-06 13:18:05,4943,0026c1101003c83d4037c504167a00e5
2,2015-07-06 13:18:01,4938,0026c1101003c53e4037c504167a00e5
2,2015-07-06 13:17:59,4937,0026c0101003cb3d4037c504167a00e5
2,2015-07-06 13:17:58,4936,0026c0101603cd3f4037c504167a00e5
2,2015-07-06 13:17:41,4916,0026c0101603ca3d4037d904167700e5
2,2015-07-06 13:17:39,4915,0026c1102303cb3c4037d904167700e5
2,2015-07-06 13:17:35,4910,0026c1101d03cf3d4037d904167600e5
2,2015-07-06 13:17:33,4908,0026c0101d03c33d4037d904167600e5
2,2015-07-06 13:17:23,4896,0026c0101603cc3d4037da04167500e5
2,2015-07-06 13:17:20,4894,0026c1101d03c83c4037da04167500e5
2,2015-07-06 13:17:09,4881,0026c0101d03cb3e4037e404167200e5
2,2015-07-06 13:17:08,4880,0026c1102303c33e4037eb04166e00e3
2,2015-07-06 13:17:04,4876,0026c0101d03ca394037eb04166e00e3
2,2015-07-06 13:17:02,4873,0026c1102903c5394037eb04166e00e3
2,2015-07-06 13:16:55,4866,0026c1102303c53c4037f604166d00df
2,2015-07-06 13:16:49,4859,0026c1101d03c93f4037f604166d00df
2,2015-07-06 13:16:44,4853,0026c0101603c73b40380404166800dc
2,2015-07-06 13:16:43,4852,0026c2101d03d23c40380404166800dc
2,2015-07-06 13:16:24,4831,0026c2101603c03d40381904166200db
2,2015-07-06 13:16:19,4826,0026c0101003cf3b40381904166200db
2,2015-07-06 13:16:19,4825,0026c0101003c33d40381904166200db
2,2015-07-06 13:16:12,4818,0026c1100a03c33d40382404165f00db
2,2015-07-06 13:16:11,4817,0026c1101003c53e40382404165f00db
2,2015-07-06 13:16:06,4811,0026c0100a03c53b40382f04165d00dc
2,2015-07-06 13:16:05,4810,0026c1101003c63c40382f04165d00dc
2,2015-07-06 13:15:59,4804,0026c0100403c53b40382f04165d00dc
2,2015-07-06 13:15:58,4803,0026c1100a03c13b40382f04165d00dc
2,2015-07-06 13:15:53,4797,0026c0100403c73c40383a04165c00dd
2,2015-07-06 13:15:52,4796,0026c2100a03cb3e40383a04165c00dd
2,2015-07-06 13:15:49,4793,0026c0100403cb3b40383a04165c00dd
2,2015-07-06 13:15:48,4792,0026c0100403c53b40383a04165c00dd
2,2015-07-06 13:15:48,4791,0026bf100403cb3f40383a04165c00dd
2,2015-07-06 13:15:47,4790,0026c00ffd03c83c40384904165800de
2,2015-07-06 13:15:41,4783,0026c00ff703ca3b40384904165800de
2,2015-07-06 13:15:39,4782,0026c10ffd03c63c40384904165800de
2,2015-07-06 13:15:33,4775,0026c10ffd03c53c40385404165400dc
2,2015-07-06 13:15:28,4769,0026c00feb03c83c40385404165400dc
2,2015-07-06 13:15:27,4768,0026c20ff703c03c40386204165200dd
2,2015-07-06 13:15:20,4761,0026c10ff703c63c40386204165200dd
2,2015-07-06 13:15:16,4756,0026c00ff103c13c40386d04164f00de
2,2015-07-06 13:15:08,4747,0026c00ff703cc3c40387a04164c00de
2,2015-07-06 13:14:56,4734,0026bf0ff103cf3c40388304164700de
2,2015-07-06 13:14:55,4733,0026c00ff703d13e40388304164700de
2,2015-07-06 13:14:49,4726,0026c00ff703da3d40388304164700de
2,2015-07-06 13:14:46,4724,0026bf0ff703d53c40389004164e00dd
2,2015-07-06 13:14:36,4712,0026bf0ffd03d23b40389d04164b00de
2,2015-07-06 13:14:30,4705,0026c00ff703d73940389d04164b00de
2,2015-07-06 13:14:24,4698,0026bf0ff703d5394038a904164900e0
2,2015-07-06 13:14:21,4696,0026be0ff103d43c4038a904164900e0
2,2015-07-06 13:14:18,4692,0026bd0fe403df394038a904164900e0
2,2015-07-06 13:14:15,4689,0026bd0feb03de374038b804164600e2
2,2015-07-06 13:14:14,4687,0026bd0fe403dd3c4038b804164600e2
2,2015-07-06 13:14:12,4685,0026be0fe403da3b4038b804164600e2
2,2015-07-06 13:14:11,4684,0026bf0fe403e13c4038b804164600e2
2,2015-07-06 13:14:07,4680,0026bd0fde03d53a4038b804164600e2
2,2015-07-06 13:14:06,4678,0026bd0fe403df3d4038c504164200e2
2,2015-07-06 13:14:05,4677,0026bd0fde03de3d4038c504164200e2
2,2015-07-06 13:14:02,4675,0026bd0fde03e43c4038c504164200e2
2,2015-07-06 13:13:59,4671,0026bd0fd803e43e4038c504164200e2
2,2015-07-06 13:13:58,4670,0026be0fde03e13e4038c504164200e2
2,2015-07-06 13:13:56,4668,0026bd0fd803e43c4038ce04164000e3
2,2015-07-06 13:13:53,4664,0026bb0fd803eb404038ce04164000e3
2,2015-07-06 13:13:52,4663,0026bd0fd803e63f4038ce04164000e3
2,2015-07-06 13:13:47,4657,0026bc0fd203ed3d4038da04163d00e3
2,2015-07-06 13:13:46,4656,0026bd0fd203f03d4038da04163d00e3
2,2015-07-06 13:13:39,4649,0026bd0fd203e83d4038da04163d00e3
2,2015-07-06 13:13:37,4647,0026bc0fd203ee3b4038da04163d00e3
2,2015-07-06 13:13:36,4646,0026bc0fd203ec3d4038e604163a00e3
2,2015-07-06 13:13:35,4644,0026bc0fcb03ee3f4038e604163a00e3
2,2015-07-06 13:13:34,4643,0026bb0fc503e73d4038e604163a00e3
2,2015-07-06 13:13:33,4642,0026bc0fcb03f0404038e604163a00e3
2,2015-07-06 13:13:30,4640,0026bb0fcb03f33d4038e604163a00e3
2,2015-07-06 13:13:28,4636,0026ba0fcb03f03c4038e604163a00e3
2,2015-07-06 13:13:22,4630,0026bb0fd203f13e4038f304163600e2
2,2015-07-06 13:13:22,4629,0026ba0fd204003b4038f304163600e2
2,2015-07-06 13:13:18,4626,0026bb0fd803f53b4038f304163600e2
2,2015-07-06 13:13:15,4622,0026bb0fd203ef3b40390004163500e3
2,2015-07-06 13:13:14,4621,0026bb0fd803f33b40390004163500e3
2,2015-07-06 13:13:12,4620,0026bc0fd803f33d40390004163500e3
2,2015-07-06 13:13:12,4619,0026bb0fd203ea3b40390004163500e3
2,2015-07-06 13:13:11,4618,0026bb0fd203ff3d40390004163500e3
2,2015-07-06 13:13:10,4617,0026bb0fd203f33a40390004163500e3
2,2015-07-06 13:13:05,4612,0026bc0fd203e93a40390604163200e3
2,2015-07-06 13:13:05,4611,0026bb0fcb03ec3e40390604163200e3
2,2015-07-06 13:13:04,4610,0026bc0fcb03ee3d40390604163200e3
2,2015-07-06 13:13:03,4608,0026bb0fc503f43f40390604163200e3
2,2015-07-06 13:13:01,4607,0026bc0fcb03eb3d40390604163200e3
2,2015-07-06 13:12:57,4602,0026bc0fcb03f53d40390604163200e3
2,2015-07-06 13:12:56,4601,0026bc0fcb03f23e40390b04162f00e3
2,2015-07-06 13:12:55,4600,0026bc0fcb03f03c40390b04162f00e3
2,2015-07-06 13:12:52,4597,0026bb0fcb03f03f40390b04162f00e3
2,2015-07-06 13:12:52,4596,0026bb0fcb03f43d40390b04162f00e3
2,2015-07-06 13:12:50,4594,0026ba0fc503f53d40390b04162f00e3
2,2015-07-06 13:12:46,4590,0026bb0fc503fc4140391804162a00e4
2,2015-07-06 13:12:45,4588,0026bc0fc503f23e40391804162a00e4
2,2015-07-06 13:12:44,4587,0026bb0fbf03f23c40391804162a00e4
2,2015-07-06 13:12:42,4586,0026bc0fc503f53f40391804162a00e4
2,2015-07-06 13:12:39,4583,0026bb0fc503f73f40391804162a00e4
2,2015-07-06 13:12:37,4580,0026bb0fbf03f63c40391804162a00e4
2,2015-07-06 13:12:36,4579,0026bb0fbf03eb3c40392804162a00e0
2,2015-07-06 13:12:31,4573,0026bb0fb903f03d40392804162a00e0
2,2015-07-06 13:12:30,4572,0026bb0fb903f53e40392804162a00e0
2,2015-07-06 13:12:25,4566,0026bb0fac03f53f40393504162700de
